,State FIPS Code,County FIPS Code,Year,Max_pm2.5
0,4,1,2011,11.8
1,4,1,2012,7.3
3,4,1,2014,7.4
4,4,1,2015,6.5
5,4,1,2016,8.7
6,4,1,2017,7.2
7,4,1,2018,4.3
8,4,1,2019,4.3
9,4,3,2011,14.8
10,4,3,2012,13.1
11,4,3,2013,65.0
12,4,3,2014,127.0
13,4,3,2015,75.0
14,4,3,2016,368.0
15,4,3,2017,105.0
16,4,3,2018,89.0
17,4,3,2019,134.0
18,4,5,2011,15.1
19,4,5,2012,14.1
20,4,5,2013,11.1
57,4,12,2014,54.0
58,4,12,2015,73.0
59,4,12,2016,91.0
60,4,12,2017,65.0
61,4,12,2018,96.0
62,4,12,2019,39.0
63,4,13,2011,377.0
64,4,13,2012,523.0
65,4,13,2013,433.6
66,4,13,2014,1167.0
67,4,13,2015,160.8
68,4,13,2016,392.2
69,4,13,2017,368.5
70,4,13,2018,376.0
71,4,13,2019,258.7
72,4,15,2011,4.6
73,4,15,2012,10.5
74,4,15,2013,14.2
75,4,15,2014,9.5
76,4,15,2015,11.1
77,4,15,2016,21.0
90,4,19,2011,70.0
91,4,19,2012,66.0
92,4,19,2013,172.0
93,4,19,2014,70.0
94,4,19,2015,53.0
95,4,19,2016,70.0
96,4,19,2017,128.0
97,4,19,2018,341.0
98,4,19,2019,45.0
99,4,21,2011,31.1
100,4,21,2012,20.9
101,4,21,2013,17.6
102,4,21,2014,17.5
103,4,21,2015,231.0
104,4,21,2016,325.0
105,4,21,2017,320.0
106,4,21,2018,471.0
107,4,21,2019,98.0
108,4,23,2011,29.1
109,4,23,2012,29.0
110,4,23,2013,337.0
111,4,23,2014,425.0
112,4,23,2015,288.0
113,4,23,2016,352.0
114,4,23,2017,379.0
115,4,23,2018,354.0
116,4,23,2019,222.0
117,4,25,2011,14.3
118,4,25,2012,14.0
119,4,25,2013,9.7
126,4,27,2011,15.7
127,4,27,2012,17.0
128,4,27,2013,213.0
129,4,27,2014,278.0
130,4,27,2015,101.0
131,4,27,2016,804.0
132,4,27,2017,190.0
133,4,27,2018,159.0
134,4,27,2019,104.0
135,6,1,2011,74.0
136,6,1,2012,56.0
137,6,1,2013,75.0
138,6,1,2014,68.0
139,6,1,2015,72.0
140,6,1,2016,114.0
141,6,1,2017,89.0
142,6,1,2018,287.0
143,6,1,2019,102.0
162,6,7,2011,51.8
163,6,7,2012,28.6
164,6,7,2013,31.9
165,6,7,2014,58.6
166,6,7,2015,39.0
167,6,7,2016,37.2
168,6,7,2017,45.2
169,6,7,2018,411.7
170,6,7,2019,265.0
171,6,9,2011,152.0
172,6,9,2012,93.0
173,6,9,2013,170.0
174,6,9,2014,145.0
175,6,9,2015,985.0
176,6,9,2016,96.0
177,6,9,2017,184.0
178,6,9,2018,199.0
179,6,9,2019,69.0
180,6,11,2011,166.0
181,6,11,2012,801.0
182,6,11,2013,120.0
183,6,11,2014,59.0
184,6,11,2015,271.0
185,6,11,2016,179.0
186,6,11,2017,918.0
187,6,11,2018,260.0
188,6,11,2019,97.0
189,6,13,2011,47.5
190,6,13,2012,99.0
191,6,13,2013,61.0
192,6,13,2014,53.0
193,6,13,2015,72.0
194,6,13,2016,128.0
195,6,13,2017,218.0
196,6,13,2018,223.0
197,6,13,2019,49.0
203,6,15,2016,54.2
204,6,15,2017,78.6
205,6,15,2018,61.5
216,6,19,2011,133.3
217,6,19,2012,138.9
218,6,19,2013,101.7
219,6,19,2014,96.1
220,6,19,2015,106.3
221,6,19,2016,137.0
222,6,19,2017,180.1
223,6,19,2018,137.4
224,6,19,2019,342.6
234,6,23,2011,105.8
235,6,23,2012,82.2
236,6,23,2013,130.9
237,6,23,2014,179.0
238,6,23,2015,75.2
239,6,23,2016,20.0
240,6,23,2017,30.5
241,6,23,2018,16.3
242,6,23,2019,18.7
243,6,25,2011,32.4
244,6,25,2012,30.7
245,6,25,2013,36.3
246,6,25,2014,311.0
247,6,25,2015,448.0
248,6,25,2016,45.3
249,6,25,2017,45.8
250,6,25,2018,47.5
251,6,25,2019,53.1
252,6,27,2011,768.4
253,6,27,2012,517.8
254,6,27,2013,914.0
255,6,27,2014,955.1
256,6,27,2015,130.8
257,6,27,2016,81.9
258,6,27,2017,159.7
259,6,27,2018,121.9
260,6,27,2019,322.1
261,6,29,2011,192.0
262,6,29,2012,321.0
263,6,29,2013,354.0
264,6,29,2014,245.0
265,6,29,2015,410.0
266,6,29,2016,118.0
267,6,29,2017,76.0
268,6,29,2018,75.0
269,6,29,2019,207.0
270,6,31,2011,69.0
271,6,31,2012,161.0
272,6,31,2013,165.0
273,6,31,2014,169.0
274,6,31,2015,137.0
275,6,31,2016,107.0
276,6,31,2017,150.4
277,6,31,2018,121.7
278,6,31,2019,123.3
279,6,33,2011,8.0
280,6,33,2012,15.7
281,6,33,2013,18.5
282,6,33,2014,16.3
283,6,33,2015,7.0
284,6,33,2016,9.3
285,6,33,2017,5.5
286,6,33,2018,34.3
287,6,33,2019,8.3
297,6,37,2011,49.5
298,6,37,2012,29.5
299,6,37,2013,29.6
300,6,37,2014,32.4
301,6,37,2015,44.3
302,6,37,2016,108.0
303,6,37,2017,145.7
304,6,37,2018,163.8
305,6,37,2019,144.4
306,6,39,2011,67.0
307,6,39,2012,151.0
308,6,39,2013,320.0
309,6,39,2014,83.0
310,6,39,2015,100.0
311,6,39,2016,93.0
312,6,39,2017,141.5
313,6,39,2018,143.3
314,6,39,2019,143.9
315,6,41,2011,116.0
316,6,41,2012,51.0
317,6,41,2013,207.0
318,6,41,2014,56.0
319,6,41,2015,88.0
320,6,41,2016,53.0
321,6,41,2017,273.0
322,6,41,2018,218.0
323,6,41,2019,40.0
333,6,45,2011,52.0
334,6,45,2012,58.0
335,6,45,2013,43.0
336,6,45,2014,85.0
337,6,45,2015,59.0
338,6,45,2016,84.0
339,6,45,2017,142.0
340,6,45,2018,138.0
341,6,45,2019,64.0
342,6,47,2011,232.0
343,6,47,2012,71.0
344,6,47,2013,212.0
345,6,47,2014,100.0
346,6,47,2015,89.0
347,6,47,2016,87.0
348,6,47,2017,144.0
349,6,47,2018,140.0
350,6,47,2019,129.0
367,6,51,2018,121.1
368,6,51,2019,154.7
369,6,53,2011,86.0
370,6,53,2012,259.0
371,6,53,2013,120.0
372,6,53,2014,57.0
373,6,53,2015,116.0
374,6,53,2016,112.0
375,6,53,2017,84.0
376,6,53,2018,165.0
377,6,53,2019,66.0
379,6,55,2012,82.0
380,6,55,2013,284.0
381,6,55,2014,85.0
382,6,55,2015,114.0
383,6,55,2016,81.0
384,6,55,2017,388.0
385,6,55,2018,63.0
386,6,55,2019,96.0
387,6,57,2011,10.2
388,6,57,2012,7.7
389,6,57,2013,28.5
390,6,57,2014,14.1
391,6,57,2015,11.5
392,6,57,2016,11.7
393,6,57,2017,21.0
394,6,57,2018,503.0
395,6,57,2019,39.0
396,6,59,2011,39.2
397,6,59,2012,50.1
398,6,59,2013,37.8
399,6,59,2014,40.0
400,6,59,2015,45.8
401,6,59,2016,135.0
402,6,59,2017,329.0
403,6,59,2018,207.7
404,6,59,2019,224.0
405,6,61,2011,42.3
406,6,61,2012,116.0
407,6,61,2013,102.0
408,6,61,2014,77.0
409,6,61,2015,61.0
410,6,61,2016,125.0
411,6,61,2017,71.0
412,6,61,2018,108.0
413,6,61,2019,57.0
414,6,63,2011,58.6
415,6,63,2012,36.0
416,6,63,2013,50.6
417,6,63,2014,39.2
418,6,63,2015,42.0
419,6,63,2016,37.1
420,6,63,2017,109.7
421,6,63,2018,56.2
422,6,63,2019,32.7
423,6,65,2011,43.0
424,6,65,2012,43.0
425,6,65,2013,45.0
426,6,65,2014,251.0
427,6,65,2015,304.0
428,6,65,2016,34.0
429,6,65,2017,56.5
430,6,65,2018,95.3
431,6,65,2019,43.0
432,6,67,2011,54.3
433,6,67,2012,35.3
434,6,67,2013,105.0
435,6,67,2014,63.0
436,6,67,2015,72.0
437,6,67,2016,98.0
438,6,67,2017,218.0
439,6,67,2018,408.0
440,6,67,2019,212.0
441,6,69,2011,180.0
442,6,69,2012,95.0
443,6,69,2013,141.0
444,6,69,2014,177.0
445,6,69,2015,95.0
446,6,69,2016,78.0
447,6,69,2017,138.0
448,6,69,2018,253.0
449,6,69,2019,137.0
450,6,71,2011,52.9
451,6,71,2012,35.2
452,6,71,2013,49.3
453,6,71,2014,34.6
454,6,71,2015,89.7
455,6,71,2016,128.6
456,6,71,2017,158.8
457,6,71,2018,187.3
458,6,71,2019,213.2
459,6,73,2011,58.0
460,6,73,2012,65.0
461,6,73,2013,61.0
462,6,73,2014,47.4
463,6,73,2015,97.0
464,6,73,2016,97.0
465,6,73,2017,291.0
466,6,73,2018,264.0
467,6,73,2019,93.0
468,6,75,2011,70.0
469,6,75,2012,51.0
470,6,75,2013,70.0
471,6,75,2014,46.0
472,6,75,2015,146.0
473,6,75,2016,108.0
474,6,75,2017,190.0
475,6,75,2018,241.0
476,6,75,2019,45.0
477,6,77,2011,90.0
478,6,77,2012,149.0
479,6,77,2013,115.0
480,6,77,2014,100.0
481,6,77,2015,97.0
482,6,77,2016,101.0
483,6,77,2017,144.0
484,6,77,2018,305.0
485,6,77,2019,155.0
486,6,79,2011,84.0
487,6,79,2012,174.0
488,6,79,2013,136.0
489,6,79,2014,107.0
490,6,79,2015,95.0
491,6,79,2016,117.0
492,6,79,2017,91.0
493,6,79,2018,97.0
494,6,79,2019,170.0
495,6,81,2011,135.0
496,6,81,2012,71.0
497,6,81,2013,187.0
498,6,81,2014,87.0
499,6,81,2015,86.0
500,6,81,2016,54.0
501,6,81,2017,166.0
502,6,81,2018,181.0
503,6,81,2019,95.0
504,6,83,2011,91.0
505,6,83,2012,59.0
506,6,83,2013,111.0
507,6,83,2014,74.0
508,6,83,2015,45.0
509,6,83,2016,191.0
510,6,83,2017,48.0
511,6,83,2018,48.0
512,6,83,2019,60.0
513,6,85,2011,101.0
514,6,85,2012,83.0
515,6,85,2013,89.0
516,6,85,2014,335.0
517,6,85,2015,174.0
518,6,85,2016,105.0
519,6,85,2017,164.0
520,6,85,2018,126.0
521,6,85,2019,184.0
522,6,87,2011,46.0
523,6,87,2012,43.0
524,6,87,2013,206.0
525,6,87,2014,45.0
526,6,87,2015,55.0
527,6,87,2016,139.0
528,6,87,2017,99.0
529,6,87,2018,101.0
530,6,87,2019,257.0
531,6,89,2011,18.8
532,6,89,2012,26.4
533,6,89,2013,17.6
534,6,89,2014,22.2
535,6,89,2015,64.6
536,6,89,2016,12.6
537,6,89,2017,67.3
538,6,89,2018,131.0
539,6,89,2019,24.1
549,6,93,2011,15.8
550,6,93,2012,29.9
551,6,93,2013,34.3
552,6,93,2014,34.7
553,6,93,2015,26.5
554,6,93,2016,25.1
555,6,93,2017,78.8
556,6,93,2018,263.0
557,6,93,2019,173.0
558,6,95,2011,83.0
559,6,95,2012,70.0
560,6,95,2013,94.0
561,6,95,2014,103.0
562,6,95,2015,65.0
563,6,95,2016,64.0
564,6,95,2017,435.0
565,6,95,2018,245.0
566,6,95,2019,65.0
567,6,97,2011,73.0
568,6,97,2012,66.0
569,6,97,2013,72.0
570,6,97,2014,44.0
571,6,97,2015,216.0
572,6,97,2016,47.0
573,6,97,2017,283.0
574,6,97,2018,266.0
575,6,97,2019,120.0
576,6,99,2011,150.0
577,6,99,2012,117.0
578,6,99,2013,120.0
579,6,99,2014,142.0
580,6,99,2015,93.0
581,6,99,2016,82.0
582,6,99,2017,127.0
583,6,99,2018,317.0
584,6,99,2019,78.0
585,6,101,2011,46.4
586,6,101,2012,41.0
587,6,101,2013,33.4
588,6,101,2014,41.8
589,6,101,2015,36.1
590,6,101,2016,40.1
591,6,101,2017,45.0
592,6,101,2018,52.8
593,6,101,2019,39.3
599,6,103,2016,39.0
600,6,103,2017,134.0
601,6,103,2018,196.0
602,6,103,2019,108.0
603,6,105,2011,136.2
604,6,105,2012,226.7
605,6,105,2013,143.9
612,6,107,2011,73.2
613,6,107,2012,76.2
614,6,107,2013,124.2
615,6,107,2014,81.3
616,6,107,2015,86.3
617,6,107,2016,48.0
618,6,107,2017,86.1
619,6,107,2018,86.8
620,6,107,2019,47.2
630,6,111,2011,19.7
631,6,111,2012,79.0
632,6,111,2013,82.0
633,6,111,2014,83.0
634,6,111,2015,55.0
635,6,111,2016,57.0
636,6,111,2017,214.0
637,6,111,2018,139.0
638,6,111,2019,48.0
639,6,113,2011,39.4
640,6,113,2012,14.6
641,6,113,2013,22.0
642,6,113,2014,14.6
643,6,113,2015,29.4
644,6,113,2016,16.4
645,6,113,2017,60.1
646,6,113,2018,165.4
647,6,113,2019,27.8
657,9,1,2011,28.9
658,9,1,2012,27.6
659,9,1,2013,31.6
660,9,1,2014,235.0
661,9,1,2015,109.0
662,9,1,2016,135.0
663,9,1,2017,78.0
664,9,1,2018,67.0
665,9,1,2019,63.6
666,9,3,2011,41.0
667,9,3,2012,21.2
668,9,3,2013,35.1
669,9,3,2014,18.0
670,9,3,2015,97.0
671,9,3,2016,69.0
672,9,3,2017,118.0
673,9,3,2018,39.0
674,9,3,2019,51.4
675,9,5,2011,18.9
676,9,5,2012,18.2
677,9,5,2013,15.2
678,9,5,2014,12.3
679,9,5,2015,22.0
680,9,5,2016,230.0
681,9,5,2017,32.0
682,9,5,2018,53.0
683,9,5,2019,62.3
693,9,9,2011,45.1
694,9,9,2012,23.0
695,9,9,2013,35.1
696,9,9,2014,65.0
697,9,9,2015,71.0
698,9,9,2016,81.0
699,9,9,2017,90.0
700,9,9,2018,43.3
701,9,9,2019,48.0
702,9,11,2011,34.0
703,9,11,2012,20.6
704,9,11,2013,23.9
705,9,11,2014,132.0
706,9,11,2015,67.0
707,9,11,2016,92.0
708,9,11,2017,73.0
709,9,11,2018,31.0
710,9,11,2019,45.6
730,12,1,2012,61.0
731,12,1,2013,22.4
732,12,1,2014,17.4
733,12,1,2015,20.5
734,12,1,2016,14.9
735,12,1,2017,18.1
736,12,1,2018,15.1
737,12,1,2019,44.0
766,12,9,2012,17.0
767,12,9,2013,25.8
768,12,9,2014,14.7
769,12,9,2015,14.7
770,12,9,2016,18.0
771,12,9,2017,24.7
772,12,9,2018,13.1
773,12,9,2019,59.0
775,12,11,2012,28.4
776,12,11,2013,14.9
777,12,11,2014,27.1
778,12,11,2015,22.3
779,12,11,2016,64.1
780,12,11,2017,90.1
781,12,11,2018,127.7
782,12,11,2019,64.5
802,12,17,2012,28.4
803,12,17,2013,23.7
804,12,17,2014,25.7
805,12,17,2015,14.8
806,12,17,2016,15.2
856,12,31,2012,47.3
857,12,31,2013,25.0
858,12,31,2014,65.1
859,12,31,2015,124.2
860,12,31,2016,117.0
861,12,31,2017,113.8
862,12,31,2018,57.7
863,12,31,2019,38.1
865,12,33,2012,22.7
866,12,33,2013,22.2
867,12,33,2014,17.5
868,12,33,2015,19.0
869,12,33,2016,15.1
870,12,33,2017,24.7
871,12,33,2018,21.1
872,12,33,2019,85.0
973,12,57,2012,25.0
974,12,57,2013,26.9
975,12,57,2014,62.1
976,12,57,2015,65.7
977,12,57,2016,53.0
978,12,57,2017,77.6
979,12,57,2018,72.1
980,12,57,2019,39.4
1036,12,71,2012,15.1
1037,12,71,2013,15.9
1038,12,71,2014,15.1
1039,12,71,2015,17.3
1040,12,71,2016,13.8
1041,12,71,2017,17.0
1042,12,71,2018,157.7
1043,12,71,2019,65.4
1045,12,73,2012,30.0
1046,12,73,2013,34.0
1047,12,73,2014,66.4
1048,12,73,2015,22.5
1049,12,73,2016,18.8
1050,12,73,2017,24.4
1051,12,73,2018,32.0
1052,12,73,2019,25.4
1108,12,86,2012,40.0
1109,12,86,2013,14.4
1110,12,86,2014,22.3
1111,12,86,2015,13.6
1112,12,86,2016,22.7
1113,12,86,2017,23.6
1114,12,86,2018,149.8
1115,12,86,2019,45.6
1153,12,95,2012,24.0
1154,12,95,2013,16.9
1155,12,95,2014,19.0
1156,12,95,2015,18.6
1157,12,95,2016,39.4
1158,12,95,2017,172.5
1159,12,95,2018,97.8
1160,12,95,2019,60.6
1170,12,99,2011,448.0
1171,12,99,2012,82.0
1172,12,99,2013,33.0
1173,12,99,2014,18.9
1174,12,99,2015,16.6
1175,12,99,2016,16.0
1176,12,99,2017,17.6
1177,12,99,2018,18.7
1178,12,99,2019,145.0
1189,12,103,2012,31.3
1190,12,103,2013,23.7
1191,12,103,2014,22.7
1192,12,103,2015,20.7
1193,12,103,2016,19.5
1194,12,103,2017,34.3
1195,12,103,2018,63.5
1196,12,103,2019,50.4
1198,12,105,2012,28.0
1199,12,105,2013,18.0
1200,12,105,2014,18.3
1201,12,105,2015,21.1
1202,12,105,2016,25.2
1203,12,105,2017,16.2
1204,12,105,2018,134.2
1205,12,105,2019,153.4
1243,12,115,2012,32.0
1244,12,115,2013,22.7
1245,12,115,2014,24.1
1246,12,115,2015,17.4
1247,12,115,2016,15.3
1248,12,115,2017,15.0
1249,12,115,2018,40.5
1250,12,115,2019,67.1
1252,12,117,2012,24.2
1253,12,117,2013,16.6
1254,12,117,2014,18.3
1255,12,117,2015,20.5
1256,12,117,2016,21.7
1257,12,117,2017,17.1
1258,12,117,2018,60.2
1259,12,117,2019,66.6
1297,12,127,2012,16.1
1298,12,127,2013,17.1
1299,12,127,2014,16.7
1300,12,127,2015,15.6
1301,12,127,2016,15.1
1302,12,127,2017,18.7
1303,12,127,2018,59.7
1304,12,127,2019,54.8
1386,19,13,2011,29.8
1387,19,13,2012,24.0
1388,19,13,2013,34.1
1389,19,13,2014,23.4
1390,19,13,2015,32.4
1391,19,13,2016,22.9
1392,19,13,2017,19.7
1393,19,13,2018,22.9
1394,19,13,2019,25.5
1530,19,45,2011,28.9
1531,19,45,2012,29.5
1532,19,45,2013,37.4
1533,19,45,2014,38.7
1534,19,45,2015,45.8
1535,19,45,2016,25.2
1536,19,45,2017,24.3
1537,19,45,2018,24.0
1538,19,45,2019,28.1
1575,19,55,2011,28.0
1576,19,55,2012,24.2
1577,19,55,2013,30.1
1578,19,55,2014,24.4
1579,19,55,2015,22.6
1580,19,55,2016,25.2
1581,19,55,2017,19.4
1791,19,103,2011,33.7
1792,19,103,2012,28.2
1793,19,103,2013,33.4
1794,19,103,2014,38.3
1795,19,103,2015,45.3
1796,19,103,2016,32.0
1797,19,103,2017,24.1
1798,19,103,2018,31.7
1799,19,103,2019,58.0
1827,19,111,2011,26.3
1828,19,111,2012,26.3
1829,19,111,2013,29.8
1830,19,111,2014,34.2
1831,19,111,2015,26.9
1832,19,111,2016,21.3
1833,19,111,2017,19.0
1834,19,111,2018,23.8
1835,19,111,2019,21.1
1836,19,113,2011,27.2
1837,19,113,2012,32.2
1838,19,113,2013,43.2
1839,19,113,2014,40.0
1840,19,113,2015,36.3
1841,19,113,2016,21.0
1842,19,113,2017,199.0
1843,19,113,2018,48.0
1844,19,113,2019,51.6
1944,19,137,2011,28.5
1945,19,137,2012,28.9
1946,19,137,2013,24.2
1947,19,137,2014,36.1
1948,19,137,2015,29.0
1949,19,137,2016,21.0
1950,19,137,2017,24.6
1951,19,137,2018,20.2
1952,19,137,2019,16.8
1953,19,139,2011,52.3
1954,19,139,2012,60.2
1955,19,139,2013,47.3
1956,19,139,2014,44.2
1957,19,139,2015,50.3
1958,19,139,2016,30.9
1959,19,139,2017,24.7
1960,19,139,2018,32.8
1961,19,139,2019,31.1
1989,19,147,2011,26.2
1990,19,147,2012,35.5
1991,19,147,2013,27.4
1992,19,147,2014,30.2
1993,19,147,2015,30.3
1994,19,147,2016,16.3
1995,19,147,2017,35.0
1996,19,147,2018,22.2
1997,19,147,2019,23.1
2016,19,153,2011,34.3
2017,19,153,2012,29.3
2018,19,153,2013,35.0
2019,19,153,2014,25.9
2020,19,153,2015,32.6
2021,19,153,2016,43.0
2022,19,153,2017,461.0
2023,19,153,2018,70.0
2024,19,153,2019,56.0
2025,19,155,2011,32.2
2026,19,155,2012,34.6
2027,19,155,2013,26.7
2028,19,155,2014,39.5
2029,19,155,2015,26.0
2030,19,155,2016,19.8
2031,19,155,2017,20.9
2032,19,155,2018,36.0
2033,19,155,2019,21.0
2061,19,163,2011,32.4
2062,19,163,2012,25.7
2063,19,163,2013,38.5
2064,19,163,2014,36.9
2065,19,163,2015,49.2
2066,19,163,2016,23.2
2067,19,163,2017,24.7
2068,19,163,2018,32.6
2069,19,163,2019,242.3
2097,19,171,2011,30.4
2124,19,177,2011,29.7
2125,19,177,2012,22.9
2126,19,177,2013,21.4
2127,19,177,2014,27.9
2128,19,177,2015,29.0
2129,19,177,2016,20.3
2130,19,177,2017,17.1
2131,19,177,2018,21.6
2132,19,177,2019,19.3
2196,19,193,2011,24.6
2197,19,193,2012,31.3
2198,19,193,2013,43.5
2199,19,193,2014,38.2
2200,19,193,2015,35.0
2201,19,193,2016,17.4
2202,19,193,2017,20.3
2203,19,193,2018,31.8
2204,19,193,2019,26.2
2628,20,91,2011,32.1
2629,20,91,2012,27.8
2630,20,91,2013,26.0
2631,20,91,2014,19.8
2632,20,91,2015,19.4
2633,20,91,2016,91.0
2634,20,91,2017,51.4
2635,20,91,2018,78.4
2636,20,91,2019,156.9
2700,20,107,2011,31.3
2701,20,107,2012,20.3
2702,20,107,2013,26.0
2820,20,133,2014,41.7
2821,20,133,2015,26.1
2822,20,133,2016,24.6
2823,20,133,2017,18.2
2824,20,133,2018,25.8
2825,20,133,2019,133.6
2997,20,173,2011,27.3
2998,20,173,2012,33.6
2999,20,173,2013,19.8
3000,20,173,2014,28.8
3001,20,173,2015,31.0
3002,20,173,2016,51.0
3003,20,173,2017,181.6
3004,20,173,2018,57.4
3005,20,173,2019,124.4
3015,20,177,2011,32.8
3016,20,177,2012,35.2
3017,20,177,2013,20.8
3018,20,177,2014,37.1
3019,20,177,2015,21.0
3020,20,177,2016,23.0
3021,20,177,2017,147.2
3022,20,177,2018,182.9
3023,20,177,2019,144.0
3078,20,191,2011,26.2
3079,20,191,2012,33.1
3080,20,191,2013,21.5
3081,20,191,2014,27.9
3082,20,191,2015,24.0
3083,20,191,2016,22.1
3084,20,191,2017,20.2
3085,20,191,2018,22.1
3086,20,191,2019,31.2
3101,20,195,2016,98.3
3102,20,195,2017,219.2
3103,20,195,2018,175.7
3104,20,195,2019,355.2
3159,20,209,2011,31.1
3160,20,209,2012,26.2
3161,20,209,2013,21.3
3162,20,209,2014,36.0
3163,20,209,2015,22.0
3164,20,209,2016,22.6
3165,20,209,2017,237.7
3166,20,209,2018,357.6
3167,20,209,2019,341.4
