"StateFIPS","State","CountyFIPS","County","Year","Value","Data Comment",
"49","Utah","49001","Beaver","2011","13","",
"49","Utah","49001","Beaver","2012","10","",
"49","Utah","49001","Beaver","2013","8","",
"49","Utah","49001","Beaver","2014","9","",
"49","Utah","49001","Beaver","2015","14","",
"49","Utah","49001","Beaver","2016","Suppressed","",
"49","Utah","49001","Beaver","2017","12","",
"49","Utah","49001","Beaver","2018","13","",
"49","Utah","49001","Beaver","2019","26","",
"49","Utah","49003","Box Elder","2011","109","",
"49","Utah","49003","Box Elder","2012","116","",
"49","Utah","49003","Box Elder","2013","89","",
"49","Utah","49003","Box Elder","2014","133","",
"49","Utah","49003","Box Elder","2015","95","",
"49","Utah","49003","Box Elder","2016","92","",
"49","Utah","49003","Box Elder","2017","93","",
"49","Utah","49003","Box Elder","2018","108","",
"49","Utah","49003","Box Elder","2019","109","",
"49","Utah","49005","Cache","2011","187","",
"49","Utah","49005","Cache","2012","157","",
"49","Utah","49005","Cache","2013","155","",
"49","Utah","49005","Cache","2014","149","",
"49","Utah","49005","Cache","2015","157","",
"49","Utah","49005","Cache","2016","146","",
"49","Utah","49005","Cache","2017","135","",
"49","Utah","49005","Cache","2018","144","",
"49","Utah","49005","Cache","2019","140","",
"49","Utah","49007","Carbon","2011","87","",
"49","Utah","49007","Carbon","2012","88","",
"49","Utah","49007","Carbon","2013","82","",
"49","Utah","49007","Carbon","2014","92","",
"49","Utah","49007","Carbon","2015","65","",
"49","Utah","49007","Carbon","2016","47","",
"49","Utah","49007","Carbon","2017","59","",
"49","Utah","49007","Carbon","2018","61","",
"49","Utah","49007","Carbon","2019","59","",
"49","Utah","49009","Daggett","2011","Suppressed","",
"49","Utah","49009","Daggett","2012","0","",
"49","Utah","49009","Daggett","2013","Suppressed","",
"49","Utah","49009","Daggett","2014","Suppressed","",
"49","Utah","49009","Daggett","2015","0","",
"49","Utah","49009","Daggett","2016","0","",
"49","Utah","49009","Daggett","2017","Suppressed","",
"49","Utah","49009","Daggett","2018","0","",
"49","Utah","49009","Daggett","2019","0","",
"49","Utah","49011","Davis","2011","524","",
"49","Utah","49011","Davis","2012","526","",
"49","Utah","49011","Davis","2013","560","",
"49","Utah","49011","Davis","2014","673","",
"49","Utah","49011","Davis","2015","637","",
"49","Utah","49011","Davis","2016","554","",
"49","Utah","49011","Davis","2017","572","",
"49","Utah","49011","Davis","2018","529","",
"49","Utah","49011","Davis","2019","576","",
"49","Utah","49013","Duchesne","2011","83","",
"49","Utah","49013","Duchesne","2012","57","",
"49","Utah","49013","Duchesne","2013","61","",
"49","Utah","49013","Duchesne","2014","45","",
"49","Utah","49013","Duchesne","2015","34","",
"49","Utah","49013","Duchesne","2016","17","",
