37.4	58.2	90.0	0.0
27.4	63.4	126.0	0.0
31.0	66.4	98.0	0.0
28.6	68.0	96.0	0.0
25.8	59.2	108.0	0.0
17.8	63.8	98.0	0.0
30.0	65.4	86.0	0.0
30.8	65.2	106.0	0.0
32.0	69.0	88.0	0.0
25.6	60.6	106.0	0.0
26.4	63.8	106.0	0.0
36.0	62.2	116.0	0.0
27.6	44.2	114.0	0.4
23.0	44.0	120.0	0.0
15.2	48.0	104.0	0.0
16.6	55.8	116.0	0.0
22.0	60.4	108.0	0.0
27.6	63.6	98.0	0.0
31.0	64.0	102.0	0.0
36.8	61.0	114.0	2.4
41.8	51.4	104.0	0.0
34.2	51.6	164.0	11.6
32.8	54.0	164.0	6.0
20.0	39.4	124.0	23.2
17.6	43.8	156.0	0.0
16.8	50.6	156.0	0.0
18.6	56.0	152.0	0.0
22.6	60.2	112.0	0.0
23.0	67.0	100.0	0.0
27.6	67.2	94.0	0.0
29.2	60.0	112.0	0.0
28.8	63.2	126.0	0.0
21.6	63.8	124.0	0.0
30.8	44.6	138.0	0.8
26.6	59.6	174.0	3.6
20.2	55.2	126.0	0.0
18.2	57.8	120.0	0.0
20.8	62.4	120.0	0.0
26.8	60.8	114.0	0.0
24.6	59.8	122.0	0.0
24.4	61.2	118.0	0.0
28.6	64.2	118.0	0.0
36.8	56.2	184.0	17.2
21.4	42.8	120.0	25.2
15.6	43.4	144.0	0.0
16.2	42.8	116.0	0.0
15.0	45.0	110.0	0.0
16.4	48.0	120.0	0.0
16.2	51.4	134.0	0.0
23.2	53.4	118.0	0.0
26.0	49.8	150.0	16.8
27.0	48.4	176.0	12.4
19.8	50.8	130.0	0.0
24.4	50.0	136.0	0.0
21.4	43.8	88.0	0.0
7.0	40.0	130.0	0.0
13.2	43.2	118.0	0.0
14.0	46.8	146.0	0.0
22.4	47.8	108.0	0.0
14.8	44.0	116.0	0.0
11.4	42.8	136.0	0.0
12.4	45.4	146.0	0.0
12.0	45.8	136.0	0.0
21.2	32.4	148.0	0.0
25.8	31.6	166.0	40.0
17.2	25.8	154.0	42.0
9.0	23.0	164.0	6.4
15.2	29.0	166.0	9.6
10.8	24.4	124.0	0.0
4.2	33.0	140.0	0.0
3.6	34.0	154.0	0.0
14.4	38.4	162.0	0.0
9.2	37.8	150.0	0.0
8.4	38.2	172.0	0.0
10.4	37.6	142.0	0.0
8.2	38.6	164.0	0.0
6.4	36.8	172.0	0.0
8.6	38.0	136.0	0.0
7.4	41.0	156.0	0.0
10.8	39.0	138.0	0.0
8.6	35.4	178.0	0.0
7.2	37.0	162.0	0.0
7.2	30.2	172.0	0.0
13.8	32.6	154.0	0.0
20.6	33.2	164.0	0.0
24.8	32.8	164.0	3.6
6.0	31.2	166.0	0.0
5.2	39.4	164.0	0.0
7.4	38.2	174.0	0.0
10.2	37.2	150.0	0.0
8.8	39.6	162.0	0.0
9.4	39.6	150.0	0.0
12.4	45.8	142.0	0.0
13.4	42.2	138.0	0.0
18.6	40.6	154.0	0.0
23.2	36.2	194.0	8.4
16.0	32.4	198.0	1.6
5.2	31.4	182.0	0.0
4.4	33.0	134.0	0.0
4.4	33.6	130.0	0.0
3.4	34.2	146.0	0.0
16.0	28.6	176.0	2.4
16.8	26.8	156.0	2.8
21.2	28.6	170.0	9.6
17.8	34.8	198.0	16.0
5.6	32.2	172.0	0.0
3.4	21.0	198.0	0.4
9.4	23.2	186.0	28.8
18.0	24.0	176.0	9.2
12.6	17.6	184.0	4.0
6.0	21.0	154.0	11.2
-4.0	19.2	168.0	0.0
-2.6	16.4	198.0	0.0
3.6	24.8	172.0	0.0
4.0	31.6	164.0	0.0
1.0	29.8	198.0	0.8
2.4	35.4	166.0	0.0
1.2	31.8	188.0	0.0
1.0	29.4	198.0	0.0
1.0	30.6	186.0	0.0
1.8	34.6	170.0	0.0
14.0	34.0	198.0	3.2
10.0	29.8	198.0	11.2
7.8	31.0	198.0	0.0
15.4	28.2	162.0	12.0
9.4	24.4	198.0	0.0
13.8	27.4	198.0	8.8
16.8	23.8	158.0	0.0
18.6	24.6	196.0	10.8
16.4	31.4	182.0	7.2
18.2	32.2	156.0	4.0
16.6	26.6	170.0	16.8
17.6	23.2	176.0	10.0
15.2	24.0	164.0	15.6
11.4	26.4	182.0	0.0
6.8	24.8	160.0	0.0
0.0	24.2	198.0	0.0
-3.0	25.0	182.0	0.0
-3.4	27.6	168.0	0.0
-0.8	30.0	168.0	0.4
0.2	27.0	186.0	0.0
9.6	26.6	192.0	1.2
16.2	33.0	154.0	1.2
11.8	26.2	164.0	2.0
13.8	22.0	188.0	13.6
5.8	25.2	198.0	3.6
-1.2	26.8	190.0	0.0
-0.6	28.8	176.0	0.4
-2.0	24.0	196.0	0.0
6.4	28.2	188.0	1.2
7.2	33.0	190.0	0.4
1.6	35.4	174.0	0.0
13.2	24.6	148.0	0.0
12.0	27.0	166.0	19.6
-0.2	25.8	174.0	0.0
-0.6	24.4	190.0	0.0
4.2	19.6	170.0	0.0
2.6	17.6	198.0	0.0
8.4	25.4	178.0	7.6
16.6	26.4	196.0	4.8
6.6	24.2	198.0	0.4
13.0	29.0	162.0	10.4
14.8	27.8	198.0	0.4
15.0	28.2	188.0	1.6
16.6	27.6	158.0	1.6
6.4	29.4	182.0	0.0
11.4	27.6	196.0	10.8
10.2	34.2	198.0	0.8
16.0	27.8	158.0	1.6
-1.6	25.8	156.0	8.4
-2.0	24.4	182.0	0.0
3.8	29.6	144.0	0.4
11.8	35.4	124.0	0.8
13.8	28.6	198.0	9.6
15.4	23.2	188.0	0.4
13.6	30.4	198.0	2.4
5.4	35.0	198.0	0.4
10.2	31.0	158.0	3.2
8.4	27.2	146.0	6.4
1.2	31.2	170.0	0.0
3.2	32.8	198.0	0.0
11.0	36.8	156.0	0.0
14.6	29.6	144.0	2.0
0.4	28.2	180.0	13.2
11.6	37.8	188.0	7.6
17.8	34.2	136.0	2.4
14.2	25.6	150.0	4.0
8.4	28.8	166.0	7.2
2.2	33.4	144.0	0.8
2.2	37.2	174.0	0.0
14.4	35.8	162.0	8.4
12.6	22.2	154.0	26.8
13.4	28.4	180.0	2.8
10.2	28.4	192.0	6.0
2.0	33.6	164.0	0.0
12.2	41.4	160.0	0.0
12.6	33.8	170.0	2.8
4.2	30.0	162.0	0.0
3.2	33.2	158.0	0.0
16.6	35.2	146.0	0.0
11.4	33.0	180.0	0.0
15.0	28.6	164.0	0.0
0.0	37.6	166.0	0.0
13.0	49.4	140.0	0.0
26.4	50.2	88.0	0.0
8.6	35.6	120.0	0.0
3.2	34.4	136.0	0.0
5.6	42.2	148.0	0.0
12.6	38.0	152.0	0.0
14.8	40.8	150.0	20.4
10.8	41.2	196.0	0.0
16.0	37.8	158.0	0.8
7.4	38.0	146.0	0.4
23.0	40.4	154.0	16.8
18.6	33.6	164.0	57.6
16.4	36.4	144.0	2.8
10.6	41.2	120.0	0.0
13.6	24.4	158.0	12.0
9.0	25.8	156.0	3.2
11.0	35.8	158.0	0.0
3.4	34.0	146.0	0.0
8.0	42.8	150.0	0.0
17.8	42.2	152.0	0.0
23.4	44.0	136.0	0.0
17.0	27.0	174.0	6.4
19.2	32.4	170.0	3.6
16.6	39.4	170.0	0.4
10.4	32.4	170.0	0.0
7.6	31.8	180.0	7.2
2.4	32.6	130.0	0.0
6.4	36.4	126.0	0.0
9.2	38.0	110.0	0.0
12.8	37.4	136.0	0.0
11.6	46.6	176.0	0.0
13.2	35.4	140.0	4.0
19.0	30.2	176.0	14.0
19.4	31.4	158.0	2.8
8.2	33.2	154.0	13.6
9.2	38.4	166.0	0.0
10.2	40.6	144.0	0.0
10.2	45.4	156.0	0.0
13.8	53.2	142.0	0.0
17.6	54.2	146.0	0.0
18.2	54.2	134.0	0.0
16.2	47.8	140.0	0.0
14.8	50.8	136.0	0.0
21.2	46.2	136.0	0.0
21.6	44.0	104.0	0.0
11.8	48.2	128.0	0.0
22.6	53.6	134.0	0.0
29.0	53.8	130.0	0.0
27.4	58.2	150.0	0.0
31.2	61.6	130.0	0.0
35.6	68.0	132.0	0.0
37.4	64.8	132.0	0.0
37.4	48.6	92.0	0.0
20.0	46.4	118.0	0.0
13.2	50.6	134.0	0.0
21.6	55.8	110.0	0.0
22.6	59.6	114.0	0.0
27.0	63.6	110.0	0.0
30.8	66.8	96.0	0.0
31.8	70.4	98.0	0.0
34.2	72.0	86.0	0.0
33.4	70.2	98.0	0.0
36.2	65.6	84.0	0.0
26.8	70.8	110.0	0.0
34.4	72.6	114.0	0.0
30.6	70.2	92.0	0.0
24.2	61.0	76.0	0.0
22.8	67.0	106.0	0.0
37.2	79.4	58.0	0.0
30.6	76.4	90.0	0.0
38.6	42.0	190.0	21.2
36.6	56.6	196.0	51.6
23.8	47.2	126.0	0.8
25.6	51.6	120.0	0.0
34.4	65.8	120.0	0.0
42.0	69.0	96.0	0.0
31.8	52.4	164.0	20.4
34.2	52.8	96.0	0.0
25.6	44.6	188.0	18.8
26.4	47.8	164.0	4.8
24.6	47.2	86.0	0.0
21.2	54.0	96.0	0.0
22.8	63.0	114.0	0.0
24.6	55.0	84.0	0.0
21.4	53.4	88.0	0.0
22.2	61.4	116.0	0.0
26.8	63.8	94.0	0.0
36.4	49.8	116.0	0.0
18.4	50.8	128.0	2.4
28.4	54.8	104.0	0.0
18.4	45.2	124.0	2.0
18.0	53.0	104.0	0.0
23.6	59.2	104.0	0.0
27.2	64.0	96.0	0.0
26.2	69.4	102.0	0.0
29.2	77.2	90.0	0.0
29.0	80.6	80.0	0.0
24.4	52.8	120.0	6.0
22.2	58.4	90.0	0.0
24.0	62.6	104.0	0.0
25.4	67.4	96.0	0.0
30.2	73.2	88.0	0.0
36.2	76.4	82.0	0.0
45.8	69.2	42.0	0.0
37.6	56.6	168.0	19.6
34.2	62.6	112.0	0.0
35.2	54.6	122.0	0.0
35.6	71.8	116.0	0.0
37.4	71.8	92.0	0.0
39.6	73.6	82.0	0.0
42.2	66.4	82.0	0.0
38.8	63.8	140.0	10.0
37.2	58.2	176.0	24.8
24.4	59.4	114.0	0.0
29.6	65.6	110.0	0.0
30.0	71.6	92.0	0.0
32.6	67.6	98.0	0.0
30.0	66.0	90.0	0.0
34.8	72.8	100.0	0.0
39.2	79.6	96.0	0.0
41.2	84.4	76.0	0.0
42.0	84.4	78.0	0.0
49.0	84.8	96.0	0.4
45.2	56.8	112.0	0.8
31.4	63.4	110.0	6.0
34.4	72.6	102.0	0.0
43.6	73.2	100.0	0.0
33.6	51.2	102.0	0.0
21.0	45.2	88.0	0.0
17.4	50.4	94.0	0.0
22.0	65.8	104.0	0.0
30.8	74.6	78.0	0.0
38.4	83.6	80.0	0.0
49.4	70.8	86.0	0.0
28.8	67.4	100.0	0.0
28.6	71.6	94.0	0.0
30.2	71.8	70.0	0.0
35.4	72.8	90.0	0.0
30.4	68.8	102.0	0.0
32.0	70.4	92.0	0.0
37.8	73.0	96.0	0.0
43.4	72.6	78.0	0.0
42.0	76.4	92.0	0.0
35.6	68.6	122.0	17.2
35.8	71.2	72.0	0.0
47.0	64.0	102.0	0.0
38.4	52.2	166.0	104.4
39.0	60.6	110.0	11.2
40.6	67.8	106.0	0.0
46.0	68.0	132.0	0.0
43.4	71.2	128.0	0.0
45.0	58.2	162.0	0.0
41.6	54.2	164.0	0.0
41.0	60.6	160.0	0.0
35.6	53.6	152.0	0.0
35.2	58.0	96.0	0.0
0.0	62.4	66.0	0.0
32.8	60.6	108.0	0.0
31.4	63.6	140.0	0.0
39.2	69.4	142.0	1.2
40.4	52.8	166.0	7.2
25.0	52.2	112.0	0.4
25.6	57.0	114.0	0.0
30.0	62.0	122.0	0.0
0.0	52.6	140.0	0.0
36.4	58.6	168.0	2.8
22.4	57.0	116.0	0.0
25.0	62.4	122.0	0.0
30.2	0.0	140.0	0.0
0.0	44.6	148.0	0.0
37.6	60.6	174.0	41.2
36.6	45.8	178.0	11.6
36.2	51.0	158.0	132.0
31.4	44.8	180.0	12.4
24.6	48.8	112.0	0.0
21.2	50.0	144.0	0.0
23.0	51.4	160.0	0.0
24.4	52.6	150.0	0.0
26.4	53.2	144.0	0.0
25.0	57.2	146.0	0.0
26.6	59.2	152.0	0.0
30.2	60.8	146.0	0.0
29.8	62.8	158.0	0.0
33.4	63.8	154.0	0.0
33.6	51.2	156.0	0.0
18.2	50.6	138.0	0.0
16.6	54.0	158.0	0.0
21.0	57.6	162.0	0.0
23.2	59.2	150.0	0.0
25.2	60.0	160.0	0.0
31.2	60.4	146.0	0.0
34.4	57.4	158.0	0.0
36.4	52.6	188.0	22.0
33.0	53.8	182.0	0.8
26.8	52.2	142.0	0.0
23.2	51.6	164.0	0.0
20.0	50.2	156.0	0.0
24.8	49.6	142.0	0.0
25.0	49.6	116.0	0.0
20.6	50.6	152.0	0.0
21.2	49.4	150.0	0.0
31.4	46.8	174.0	6.0
27.0	46.2	168.0	6.4
20.2	43.8	146.0	0.0
28.2	37.2	168.0	0.4
28.4	37.4	172.0	14.0
11.2	34.8	142.0	0.0
9.2	39.8	164.0	0.0
10.2	43.8	162.0	0.0
12.2	47.0	158.0	0.0
15.4	49.4	158.0	0.0
17.0	50.8	148.0	0.0
20.2	50.2	134.0	0.0
22.4	51.8	162.0	0.0
23.6	50.4	158.0	0.0
24.6	55.0	148.0	0.0
22.8	54.6	148.0	0.0
22.6	58.0	178.0	0.0
30.8	39.6	190.0	7.2
21.6	37.0	144.0	34.0
10.2	35.8	156.0	0.0
14.2	32.2	168.0	0.0
19.4	34.6	168.0	3.2
21.0	35.4	158.0	0.8
11.2	38.2	198.0	0.0
11.8	42.2	168.0	0.4
9.6	41.4	194.0	0.0
13.6	46.0	166.0	0.0
16.0	50.6	184.0	0.4
17.8	29.0	168.0	6.0
14.2	30.6	156.0	0.0
11.4	35.0	178.0	0.0
19.2	38.6	168.0	0.0
11.4	39.0	198.0	0.0
10.0	39.6	198.0	0.0
6.0	31.2	154.0	0.0
2.6	29.8	162.0	0.0
2.0	34.2	158.0	0.0
6.2	35.4	198.0	0.4
4.4	36.8	166.0	0.0
3.4	35.0	168.0	0.0
9.0	34.0	184.0	0.0
3.2	39.4	180.0	0.0
2.8	37.0	172.0	0.0
4.2	33.0	176.0	0.0
3.4	35.8	184.0	0.0
2.2	34.2	152.0	0.0
1.8	36.2	152.0	0.0
10.4	32.6	148.0	0.0
20.4	29.8	176.0	20.8
16.8	38.0	142.0	26.8
11.4	33.2	184.0	0.4
12.8	34.0	192.0	0.0
18.8	30.0	198.0	56.0
17.6	40.4	198.0	11.6
21.4	38.2	108.0	0.0
8.4	33.2	178.0	0.0
8.6	35.4	186.0	0.0
6.8	35.4	158.0	0.0
6.2	36.8	164.0	0.0
3.4	20.4	198.0	0.0
10.0	31.6	194.0	0.0
0.8	28.0	160.0	0.0
6.2	24.4	178.0	0.0
10.6	16.8	162.0	0.0
9.8	25.8	170.0	4.8
14.4	26.4	164.0	0.0
0.0	26.6	190.0	0.0
-2.0	26.2	166.0	0.0
-4.0	26.4	170.0	0.0
-0.6	25.6	184.0	0.0
3.0	31.0	182.0	0.0
14.8	32.4	164.0	23.2
6.0	24.4	176.0	4.4
13.8	30.4	190.0	3.6
7.2	26.2	196.0	0.0
10.0	25.0	198.0	0.8
6.0	29.6	188.0	0.0
7.0	33.0	178.0	0.0
6.8	34.0	170.0	0.0
14.0	32.2	166.0	0.0
12.4	24.2	172.0	20.4
1.2	23.8	198.0	0.4
-1.2	16.6	198.0	0.0
4.6	18.8	142.0	0.0
10.2	19.6	162.0	0.4
6.4	23.8	198.0	2.4
0.4	21.8	198.0	0.4
2.0	20.6	198.0	0.0
3.0	21.6	198.0	0.0
3.6	24.2	198.0	0.4
4.6	27.8	188.0	11.2
3.0	27.0	198.0	0.0
4.2	29.6	198.0	0.8
0.0	29.2	180.0	0.0
3.0	32.2	192.0	0.0
10.0	30.8	198.0	26.8
7.0	30.6	198.0	0.4
7.0	32.6	196.0	0.0
12.4	20.0	164.0	42.8
6.8	24.4	170.0	22.0
1.2	26.2	198.0	0.0
-0.8	23.0	198.0	0.0
1.4	25.6	192.0	0.0
10.0	27.0	198.0	3.2
1.0	23.2	198.0	0.4
1.2	25.8	198.0	0.0
-1.0	27.6	178.0	0.0
0.2	31.4	198.0	0.0
2.0	29.2	198.0	0.0
5.0	28.6	198.0	0.4
3.8	29.8	198.0	0.4
-2.4	30.0	170.0	0.4
4.2	25.2	160.0	0.0
11.6	29.6	198.0	12.4
17.8	29.8	182.0	0.0
15.0	24.6	200.0	4.4
15.0	20.2	172.0	8.4
10.8	29.4	170.0	37.2
2.4	31.4	172.0	0.0
0.0	23.6	194.0	0.0
1.4	25.2	198.0	0.4
-1.2	26.2	166.0	0.4
-2.6	25.2	172.0	0.0
0.6	31.0	158.0	0.0
8.8	32.0	172.0	14.4
14.4	20.8	192.0	16.4
9.0	29.8	182.0	21.6
3.2	30.0	198.0	0.0
6.4	26.0	170.0	0.0
14.4	24.2	166.0	3.6
12.8	23.6	188.0	20.4
-2.0	24.2	174.0	7.6
2.6	23.6	184.0	0.4
10.0	30.2	170.0	30.8
9.0	23.4	164.0	4.0
12.6	25.8	172.0	0.0
4.2	30.6	174.0	0.4
8.2	25.6	182.0	0.4
12.8	26.6	180.0	3.6
8.4	21.4	174.0	3.6
10.8	23.6	168.0	19.2
13.6	26.8	150.0	8.0
1.8	28.8	198.0	0.0
3.8	30.4	170.0	0.0
4.6	30.8	168.0	0.0
5.8	28.4	178.0	0.0
14.2	30.2	172.0	0.0
20.0	33.6	184.0	1.6
14.2	35.2	130.0	0.0
20.2	35.4	192.0	43.6
19.6	28.4	162.0	41.6
13.6	25.6	178.0	4.8
4.6	30.2	166.0	2.4
3.4	31.8	148.0	0.0
14.4	29.4	152.0	0.0
16.2	28.0	182.0	49.6
5.2	31.8	176.0	6.4
9.0	32.6	168.0	0.0
12.0	37.4	176.0	0.8
11.6	38.0	152.0	0.0
11.0	27.2	136.0	0.0
15.0	26.8	128.0	0.0
8.6	28.6	152.0	0.4
6.6	27.8	134.0	0.0
4.8	32.8	180.0	0.0
5.6	37.4	158.0	0.0
10.0	39.2	162.0	0.0
17.2	40.2	140.0	0.0
11.4	39.8	152.0	0.0
7.4	38.2	192.0	0.0
11.2	39.4	168.0	0.0
10.8	41.2	150.0	0.0
13.0	40.0	166.0	0.0
10.8	29.2	130.0	0.0
7.4	28.6	132.0	0.0
-0.2	29.2	118.0	0.0
8.2	34.8	142.0	0.0
9.6	42.2	122.0	0.0
14.8	46.0	144.0	0.0
16.4	46.4	170.0	0.0
20.2	51.8	156.0	0.0
22.2	49.8	160.0	0.0
14.6	31.8	128.0	20.0
8.4	38.0	118.0	0.0
10.8	41.6	166.0	0.0
16.4	46.4	142.0	0.0
15.2	47.4	120.0	0.0
29.0	39.8	182.0	1.6
29.4	36.0	184.0	22.8
25.4	38.2	184.0	38.0
27.6	37.2	186.0	44.4
9.6	25.6	144.0	65.6
12.6	30.8	154.0	0.0
18.4	34.8	148.0	0.0
9.6	38.0	156.0	0.0
11.4	43.6	160.0	0.0
16.0	46.6	150.0	0.0
19.0	51.6	154.0	0.0
29.6	38.0	162.0	0.8
16.4	44.4	130.0	4.8
21.8	44.4	154.0	0.0
17.6	47.0	160.0	0.0
20.4	44.6	162.0	3.2
17.6	47.2	146.0	0.0
20.6	51.2	140.0	0.0
32.0	39.0	190.0	6.8
27.6	37.4	156.0	101.6
20.4	37.8	158.0	2.4
14.2	40.6	146.0	0.0
21.4	36.0	126.0	0.0
20.2	37.6	122.0	0.0
22.2	42.0	106.0	0.0
15.0	45.8	118.0	0.0
18.6	49.0	146.0	0.0
29.4	49.4	142.0	4.4
23.2	55.4	138.0	0.0
31.0	58.0	152.0	0.0
30.4	61.0	146.0	1.2
35.0	62.6	120.0	0.0
42.2	53.8	126.0	0.0
38.4	45.2	186.0	105.2
31.8	46.2	168.0	4.8
22.8	41.6	112.0	0.0
17.6	46.6	130.0	0.0
18.2	49.6	136.0	0.0
24.2	51.0	112.0	0.0
24.0	54.6	126.0	0.0
25.4	59.4	140.0	0.0
29.4	59.8	118.0	0.0
29.6	58.8	98.0	0.0
36.2	60.2	92.0	0.0
37.8	55.2	94.0	0.0
35.8	48.4	184.0	8.0
29.6	55.2	154.0	38.4
35.6	42.8	172.0	37.6
27.2	45.2	138.0	29.6
28.8	46.6	138.0	3.2
33.4	47.8	144.0	24.0
32.2	53.2	140.0	1.2
31.4	54.6	142.0	36.8
34.6	59.8	130.0	2.4
33.2	63.2	126.0	0.0
37.8	60.8	126.0	0.0
42.6	59.6	100.0	0.0
40.6	59.4	164.0	6.4
36.0	53.4	170.0	51.2
33.4	45.0	118.0	0.0
22.4	48.6	118.0	0.0
30.0	44.4	108.0	0.0
21.0	52.4	130.0	0.0
27.4	57.6	134.0	0.0
32.2	62.2	114.0	0.0
30.2	51.2	144.0	0.8
20.6	51.8	124.0	0.0
28.0	41.6	128.0	2.0
20.8	36.0	142.0	6.0
17.2	41.0	158.0	12.4
19.8	42.4	136.0	3.2
18.8	51.8	142.0	0.0
24.6	58.4	124.0	0.0
27.8	61.6	94.0	0.0
38.6	58.2	120.0	0.0
35.0	60.0	150.0	2.0
22.6	44.4	114.0	0.0
18.2	53.4	98.0	0.0
27.0	62.0	114.0	0.0
29.6	68.0	110.0	0.0
31.4	76.2	110.0	0.0
46.4	71.6	92.0	0.0
40.2	62.2	90.0	1.2
27.2	58.8	112.0	0.0
27.8	58.4	106.0	0.0
32.0	57.8	114.0	0.0
33.0	63.2	96.0	0.0
32.2	61.4	102.0	0.0
35.6	64.0	132.0	0.0
40.2	66.0	110.0	0.0
40.2	64.0	136.0	70.0
43.2	52.8	162.0	2.8
43.0	57.8	132.0	10.0
44.2	61.2	172.0	28.4
48.0	51.0	122.0	4.8
39.8	62.8	166.0	27.6
37.0	67.4	142.0	0.0
39.6	53.8	140.0	0.0
25.8	54.4	128.0	0.0
25.8	58.6	140.0	0.0
32.2	63.8	126.0	0.0
35.6	65.0	120.0	0.0
39.6	69.2	120.0	0.0
41.4	62.8	106.0	0.0
39.6	61.2	136.0	0.0
29.8	64.0	120.0	0.0
42.2	68.8	126.0	0.0
28.6	63.2	120.0	0.0
25.2	64.6	112.0	0.0
29.0	64.0	118.0	0.0
33.4	70.8	136.0	0.0
39.8	76.4	112.0	0.0
41.0	79.6	114.0	0.0
43.8	67.4	154.0	0.0
43.8	72.0	148.0	6.8
45.0	56.4	160.0	5.2
40.8	46.0	194.0	198.4
29.4	43.0	162.0	102.0
21.6	51.0	116.0	0.0
26.8	54.6	132.0	0.0
30.0	58.8	132.0	0.0
34.0	59.4	158.0	0.0
39.6	49.6	196.0	79.6
37.4	57.0	176.0	56.4
30.2	57.2	146.0	0.0
29.0	58.4	114.0	0.0
32.8	56.0	138.0	0.0
37.8	44.0	160.0	0.4
37.8	58.4	180.0	11.6
38.6	61.4	136.0	0.0
43.4	58.0	182.0	24.4
33.4	51.4	160.0	25.6
20.2	45.0	124.0	0.0
24.6	50.4	106.0	0.0
25.2	56.0	132.0	0.4
27.8	58.4	152.0	0.0
33.0	59.6	150.0	0.0
31.2	61.8	140.0	0.0
39.2	49.6	174.0	0.4
35.8	60.0	170.0	23.6
32.0	45.6	164.0	0.0
17.6	46.8	134.0	0.0
16.8	44.6	154.0	0.0
17.2	44.2	158.0	0.0
23.0	50.0	116.0	0.0
19.2	50.6	136.0	0.0
21.2	53.2	146.0	0.0
22.8	57.4	142.0	0.0
33.6	54.0	122.0	0.0
37.4	41.6	184.0	26.8
33.6	54.0	180.0	20.4
34.4	56.4	176.0	1.2
39.2	58.6	174.0	1.2
36.4	53.8	192.0	39.6
32.6	56.8	162.0	0.4
34.2	56.4	174.0	0.8
24.2	51.8	168.0	0.4
25.6	52.6	154.0	0.0
26.6	54.8	148.0	0.0
27.8	56.2	142.0	0.0
36.4	51.8	150.0	0.0
37.2	53.6	164.0	0.0
32.6	40.2	152.0	0.0
27.8	44.0	180.0	16.0
26.6	44.2	154.0	0.0
19.2	48.4	134.0	0.0
19.6	46.0	138.0	0.0
20.4	49.4	162.0	0.0
23.0	51.4	172.0	0.0
24.6	51.6	174.0	0.0
14.4	44.2	166.0	0.4
17.4	40.8	162.0	0.0
24.6	44.6	180.0	0.0
18.0	43.8	148.0	0.0
13.4	38.0	170.0	1.2
8.8	36.2	140.0	0.4
5.6	33.6	152.0	0.0
6.8	31.8	192.0	0.0
4.2	33.6	188.0	0.0
7.6	32.2	120.0	0.0
2.2	30.4	138.0	0.0
6.0	22.0	166.0	7.2
0.4	20.2	188.0	0.8
7.6	28.2	196.0	10.0
7.6	28.6	164.0	3.6
-1.4	27.4	190.0	0.0
1.6	22.4	198.0	0.0
1.0	31.6	170.0	0.0
4.6	35.8	198.0	0.0
5.4	32.0	182.0	0.0
9.0	37.2	186.0	0.0
6.6	41.0	170.0	0.0
11.6	44.0	188.0	0.0
20.4	30.0	176.0	34.8
17.8	31.2	170.0	7.2
6.2	29.4	148.0	0.0
2.6	29.8	150.0	0.0
3.8	27.6	198.0	0.0
5.2	27.8	198.0	0.0
5.0	29.6	198.0	0.0
7.2	31.8	152.0	0.0
5.6	38.8	146.0	0.0
6.2	39.6	172.0	0.0
5.8	35.2	198.0	0.0
