,Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
0,2013,90001,441,85.1,All Ages,Los Angeles
1,2013,90002,425,79.1,All Ages,Los Angeles
2,2013,90003,594,88.1,All Ages,Los Angeles
3,2013,90004,270,49.5,All Ages,Los Angeles
4,2013,90005,128,34.6,All Ages,Los Angeles
5,2013,90006,252,43.4,All Ages,Los Angeles
6,2013,90007,185,65.3,All Ages,Los Angeles
7,2013,90008,304,96.7,All Ages,Los Angeles
8,2013,90011,707,69.0,All Ages,Los Angeles
9,2013,90012,69,29.0,All Ages,Los Angeles
10,2013,90013,118,118.0,All Ages,Los Angeles
11,2013,90014,79,113.3,All Ages,Los Angeles
12,2013,90015,129,72.2,All Ages,Los Angeles
13,2013,90016,377,81.0,All Ages,Los Angeles
14,2013,90017,146,63.8,All Ages,Los Angeles
15,2013,90018,341,67.5,All Ages,Los Angeles
16,2013,90019,366,59.1,All Ages,Los Angeles
17,2013,90020,112,32.9,All Ages,Los Angeles
18,2013,90021,58,174.4,All Ages,Los Angeles
19,2013,90022,436,65.0,All Ages,Los Angeles
20,2013,90023,303,62.3,All Ages,Los Angeles
21,2013,90024,56,21.6,All Ages,Los Angeles
22,2013,90025,58,15.9,All Ages,Los Angeles
23,2013,90026,261,42.1,All Ages,Los Angeles
24,2013,90027,170,41.7,All Ages,Los Angeles
25,2013,90028,190,76.4,All Ages,Los Angeles
26,2013,90029,214,57.9,All Ages,Los Angeles
27,2013,90031,148,35.8,All Ages,Los Angeles
28,2013,90032,244,53.9,All Ages,Los Angeles
29,2013,90033,445,91.0,All Ages,Los Angeles
30,2013,90034,153,30.9,All Ages,Los Angeles
31,2013,90035,73,24.6,All Ages,Los Angeles
32,2013,90036,93,29.2,All Ages,Los Angeles
33,2013,90037,522,83.9,All Ages,Los Angeles
34,2013,90038,97,40.4,All Ages,Los Angeles
35,2013,90039,131,50.2,All Ages,Los Angeles
36,2013,90040,85,86.1,All Ages,Los Angeles
37,2013,90041,102,36.3,All Ages,Los Angeles
38,2013,90042,267,44.3,All Ages,Los Angeles
39,2013,90043,459,105.2,All Ages,Los Angeles
40,2013,90044,979,103.5,All Ages,Los Angeles
41,2013,90045,113,33.2,All Ages,Los Angeles
42,2013,90046,99,24.7,All Ages,Los Angeles
43,2013,90047,575,120.4,All Ages,Los Angeles
44,2013,90048,43,21.1,All Ages,Los Angeles
45,2013,90049,29,8.2,All Ages,Los Angeles
46,2013,90056,26,35.6,All Ages,Los Angeles
47,2013,90057,214,50.3,All Ages,Los Angeles
48,2013,90058,38,117.5,All Ages,Los Angeles
49,2013,90059,430,94.2,All Ages,Los Angeles
50,2013,90061,263,93.9,All Ages,Los Angeles
51,2013,90062,312,97.2,All Ages,Los Angeles
52,2013,90063,287,49.9,All Ages,Los Angeles
53,2013,90064,52,20.5,All Ages,Los Angeles
54,2013,90065,271,60.9,All Ages,Los Angeles
55,2013,90066,143,28.9,All Ages,Los Angeles
56,2013,90068,31,12.4,All Ages,Los Angeles
57,2013,90069,40,17.4,All Ages,Los Angeles
58,2013,90201,462,43.7,All Ages,Los Angeles
59,2013,90210,38,17.1,All Ages,Los Angeles
60,2013,90211,20,28.2,All Ages,Los Angeles
61,2013,90212,20,16.6,All Ages,Los Angeles
62,2013,90220,439,85.8,All Ages,Los Angeles
63,2013,90221,420,77.6,All Ages,Los Angeles
64,2013,90222,303,90.0,All Ages,Los Angeles
65,2013,90230,72,24.0,All Ages,Los Angeles
66,2013,90232,40,26.6,All Ages,Los Angeles
67,2013,90240,85,35.2,All Ages,Los Angeles
68,2013,90241,217,50.8,All Ages,Los Angeles
69,2013,90242,205,47.1,All Ages,Los Angeles
70,2013,90245,35,25.7,All Ages,Los Angeles
71,2013,90247,349,74.7,All Ages,Los Angeles
72,2013,90248,52,53.8,All Ages,Los Angeles
73,2013,90249,200,77.0,All Ages,Los Angeles
74,2013,90250,660,66.9,All Ages,Los Angeles
75,2013,90254,25,13.8,All Ages,Los Angeles
76,2013,90255,421,58.9,All Ages,Los Angeles
77,2013,90260,198,56.4,All Ages,Los Angeles
78,2013,90262,374,53.9,All Ages,Los Angeles
79,2013,90265,16,11.3,All Ages,Los Angeles
80,2013,90266,44,13.2,All Ages,Los Angeles
81,2013,90270,116,43.4,All Ages,Los Angeles
82,2013,90272,39,17.8,All Ages,Los Angeles
83,2013,90274,29,11.9,All Ages,Los Angeles
84,2013,90275,55,14.4,All Ages,Los Angeles
85,2013,90277,74,24.2,All Ages,Los Angeles
86,2013,90278,119,31.5,All Ages,Los Angeles
87,2013,90280,374,39.2,All Ages,Los Angeles
88,2013,90291,60,26.6,All Ages,Los Angeles
89,2013,90292,47,24.8,All Ages,Los Angeles
90,2013,90301,300,80.8,All Ages,Los Angeles
91,2013,90302,251,86.7,All Ages,Los Angeles
92,2013,90303,230,88.7,All Ages,Los Angeles
93,2013,90304,157,54.9,All Ages,Los Angeles
94,2013,90305,126,85.1,All Ages,Los Angeles
95,2013,90401,36,57.1,All Ages,Los Angeles
96,2013,90403,50,22.5,All Ages,Los Angeles
97,2013,90404,102,50.8,All Ages,Los Angeles
98,2013,90405,70,31.1,All Ages,Los Angeles
99,2013,90501,239,55.9,All Ages,Los Angeles
100,2013,90502,61,37.0,All Ages,Los Angeles
101,2013,90503,112,26.0,All Ages,Los Angeles
102,2013,90504,116,39.1,All Ages,Los Angeles
103,2013,90505,86,26.5,All Ages,Los Angeles
104,2013,90601,162,51.0,All Ages,Los Angeles
105,2013,90602,164,67.3,All Ages,Los Angeles
106,2013,90603,100,52.5,All Ages,Los Angeles
107,2013,90604,240,59.5,All Ages,Los Angeles
108,2013,90605,234,58.1,All Ages,Los Angeles
109,2013,90606,157,49.5,All Ages,Los Angeles
110,2013,90620,194,43.6,All Ages,Orange
111,2013,90621,176,51.3,All Ages,Orange
112,2013,90623,41,28.3,All Ages,Orange
113,2013,90630,135,28.7,All Ages,Orange
114,2013,90631,303,44.4,All Ages,Orange
115,2013,90638,159,34.2,All Ages,Los Angeles
116,2013,90640,310,50.1,All Ages,Los Angeles
117,2013,90650,558,53.1,All Ages,Los Angeles
118,2013,90660,315,50.2,All Ages,Los Angeles
119,2013,90670,73,49.0,All Ages,Los Angeles
120,2013,90680,134,40.6,All Ages,Orange
121,2013,90701,57,39.4,All Ages,Los Angeles
122,2013,90703,187,41.9,All Ages,Los Angeles
123,2013,90704,20,56.2,All Ages,Los Angeles
124,2013,90706,500,64.6,All Ages,Los Angeles
125,2013,90710,126,51.0,All Ages,Los Angeles
126,2013,90712,173,60.0,All Ages,Los Angeles
127,2013,90713,102,37.0,All Ages,Los Angeles
128,2013,90715,130,66.3,All Ages,Los Angeles
129,2013,90716,74,50.2,All Ages,Los Angeles
130,2013,90717,81,38.7,All Ages,Los Angeles
131,2013,90720,47,24.3,All Ages,Orange
132,2013,90723,269,50.8,All Ages,Los Angeles
133,2013,90731,488,78.5,All Ages,Los Angeles
134,2013,90732,52,29.1,All Ages,Los Angeles
135,2013,90740,48,24.0,All Ages,Orange
136,2013,90744,362,66.1,All Ages,Los Angeles
137,2013,90745,292,52.6,All Ages,Los Angeles
138,2013,90746,188,82.8,All Ages,Los Angeles
139,2013,90755,56,58.5,All Ages,Los Angeles
140,2013,90802,271,67.1,All Ages,Los Angeles
141,2013,90803,65,22.0,All Ages,Los Angeles
142,2013,90804,293,72.8,All Ages,Los Angeles
143,2013,90805,751,78.7,All Ages,Los Angeles
144,2013,90806,373,85.9,All Ages,Los Angeles
145,2013,90807,127,40.8,All Ages,Los Angeles
146,2013,90808,63,16.7,All Ages,Los Angeles
147,2013,90810,235,62.6,All Ages,Los Angeles
148,2013,90813,727,127.6,All Ages,Los Angeles
149,2013,90814,42,21.8,All Ages,Los Angeles
150,2013,90815,87,22.5,All Ages,Los Angeles
151,2013,91001,132,38.4,All Ages,Los Angeles
152,2013,91006,55,19.4,All Ages,Los Angeles
153,2013,91007,63,19.4,All Ages,Los Angeles
154,2013,91010,115,46.4,All Ages,Los Angeles
155,2013,91011,26,13.4,All Ages,Los Angeles
156,2013,91016,136,35.0,All Ages,Los Angeles
157,2013,91020,23,27.6,All Ages,Los Angeles
158,2013,91024,27,28.2,All Ages,Los Angeles
159,2013,91030,44,16.8,All Ages,Los Angeles
160,2013,91040,76,36.2,All Ages,Los Angeles
161,2013,91042,100,40.0,All Ages,Los Angeles
162,2013,91101,28,17.1,All Ages,Los Angeles
163,2013,91103,144,51.0,All Ages,Los Angeles
164,2013,91104,127,34.9,All Ages,Los Angeles
165,2013,91105,23,22.8,All Ages,Los Angeles
166,2013,91106,63,32.3,All Ages,Los Angeles
167,2013,91107,71,23.3,All Ages,Los Angeles
168,2013,91108,15,11.6,All Ages,Los Angeles
169,2013,91201,68,32.0,All Ages,Los Angeles
170,2013,91202,63,27.5,All Ages,Los Angeles
171,2013,91203,30,25.1,All Ages,Los Angeles
172,2013,91204,136,81.0,All Ages,Los Angeles
173,2013,91205,184,50.5,All Ages,Los Angeles
174,2013,91206,87,28.8,All Ages,Los Angeles
175,2013,91207,14,18.5,All Ages,Los Angeles
176,2013,91208,21,12.3,All Ages,Los Angeles
177,2013,91214,95,35.3,All Ages,Los Angeles
178,2013,91301,49,21.6,All Ages,Los Angeles
179,2013,91302,32,12.0,All Ages,Los Angeles
180,2013,91303,143,54.3,All Ages,Los Angeles
181,2013,91304,295,61.3,All Ages,Los Angeles
182,2013,91306,242,51.7,All Ages,Los Angeles
183,2013,91307,78,31.2,All Ages,Los Angeles
184,2013,91311,127,36.1,All Ages,Los Angeles
185,2013,91316,93,36.6,All Ages,Los Angeles
186,2013,91320,86,21.0,All Ages,Ventura
187,2013,91321,123,33.3,All Ages,Los Angeles
188,2013,91324,135,54.9,All Ages,Los Angeles
189,2013,91325,166,51.6,All Ages,Los Angeles
190,2013,91326,81,24.7,All Ages,Los Angeles
191,2013,91331,677,63.1,All Ages,Los Angeles
192,2013,91335,462,63.6,All Ages,Los Angeles
193,2013,91340,275,77.8,All Ages,Los Angeles
194,2013,91342,589,64.4,All Ages,Los Angeles
195,2013,91343,451,73.4,All Ages,Los Angeles
196,2013,91344,219,43.4,All Ages,Los Angeles
197,2013,91345,125,69.1,All Ages,Los Angeles
198,2013,91350,104,37.9,All Ages,Los Angeles
199,2013,91351,141,41.0,All Ages,Los Angeles
200,2013,91352,325,73.4,All Ages,Los Angeles
201,2013,91354,62,22.6,All Ages,Los Angeles
202,2013,91355,75,23.0,All Ages,Los Angeles
203,2013,91356,122,41.5,All Ages,Los Angeles
204,2013,91360,108,27.8,All Ages,Ventura
205,2013,91361,24,10.8,All Ages,Ventura
206,2013,91362,71,23.1,All Ages,Ventura
207,2013,91364,74,29.7,All Ages,Los Angeles
208,2013,91367,123,31.8,All Ages,Los Angeles
209,2013,91377,18,14.6,All Ages,Ventura
210,2013,91381,25,14.2,All Ages,Los Angeles
211,2013,91384,75,23.4,All Ages,Los Angeles
212,2013,91387,142,33.7,All Ages,Los Angeles
213,2013,91390,25,12.1,All Ages,Los Angeles
214,2013,91401,188,46.3,All Ages,Los Angeles
215,2013,91402,646,93.1,All Ages,Los Angeles
216,2013,91403,61,29.6,All Ages,Los Angeles
217,2013,91405,462,92.2,All Ages,Los Angeles
218,2013,91406,352,64.9,All Ages,Los Angeles
219,2013,91411,135,55.1,All Ages,Los Angeles
220,2013,91423,61,19.5,All Ages,Los Angeles
221,2013,91436,29,17.8,All Ages,Los Angeles
222,2013,91501,72,36.5,All Ages,Los Angeles
223,2013,91502,36,36.3,All Ages,Los Angeles
224,2013,91504,82,33.7,All Ages,Los Angeles
225,2013,91505,91,31.1,All Ages,Los Angeles
226,2013,91506,63,34.2,All Ages,Los Angeles
227,2013,91601,191,54.2,All Ages,Los Angeles
228,2013,91602,37,23.9,All Ages,Los Angeles
229,2013,91604,63,19.0,All Ages,Los Angeles
230,2013,91605,362,65.5,All Ages,Los Angeles
231,2013,91606,274,66.3,All Ages,Los Angeles
232,2013,91607,85,30.3,All Ages,Los Angeles
233,2013,91701,98,25.7,All Ages,San Bernardino
234,2013,91702,337,54.7,All Ages,Los Angeles
235,2013,91706,421,55.0,All Ages,Los Angeles
236,2013,91708,35,77.9,All Ages,San Bernardino
237,2013,91709,147,22.3,All Ages,San Bernardino
238,2013,91710,324,42.2,All Ages,San Bernardino
239,2013,91711,99,31.8,All Ages,Los Angeles
240,2013,91722,166,47.5,All Ages,Los Angeles
241,2013,91723,109,58.4,All Ages,Los Angeles
242,2013,91724,144,54.6,All Ages,Los Angeles
243,2013,91730,246,38.6,All Ages,San Bernardino
244,2013,91731,145,51.0,All Ages,Los Angeles
245,2013,91732,362,56.7,All Ages,Los Angeles
246,2013,91733,217,46.3,All Ages,Los Angeles
247,2013,91737,58,25.5,All Ages,San Bernardino
248,2013,91739,102,29.6,All Ages,San Bernardino
249,2013,91740,115,48.0,All Ages,Los Angeles
250,2013,91741,69,27.4,All Ages,Los Angeles
251,2013,91744,509,60.3,All Ages,Los Angeles
252,2013,91745,184,36.1,All Ages,Los Angeles
253,2013,91746,145,46.1,All Ages,Los Angeles
254,2013,91748,101,24.3,All Ages,Los Angeles
255,2013,91750,96,30.2,All Ages,Los Angeles
256,2013,91752,129,39.0,All Ages,Riverside
257,2013,91754,92,31.1,All Ages,Los Angeles
258,2013,91755,56,24.1,All Ages,Los Angeles
259,2013,91761,271,45.0,All Ages,San Bernardino
260,2013,91762,330,56.8,All Ages,San Bernardino
261,2013,91763,234,60.9,All Ages,San Bernardino
262,2013,91764,387,67.7,All Ages,San Bernardino
263,2013,91765,101,24.1,All Ages,Los Angeles
264,2013,91766,428,59.8,All Ages,Los Angeles
265,2013,91767,334,69.8,All Ages,Los Angeles
266,2013,91768,231,64.9,All Ages,Los Angeles
267,2013,91770,201,34.3,All Ages,Los Angeles
268,2013,91773,113,37.1,All Ages,Los Angeles
269,2013,91775,56,24.0,All Ages,Los Angeles
270,2013,91776,86,22.9,All Ages,Los Angeles
271,2013,91780,74,23.0,All Ages,Los Angeles
272,2013,91784,62,25.8,All Ages,San Bernardino
273,2013,91786,366,68.6,All Ages,San Bernardino
274,2013,91789,94,27.0,All Ages,Los Angeles
275,2013,91790,212,47.1,All Ages,Los Angeles
276,2013,91791,105,35.2,All Ages,Los Angeles
277,2013,91792,112,35.3,All Ages,Los Angeles
278,2013,91801,159,33.7,All Ages,Los Angeles
279,2013,91803,92,34.0,All Ages,Los Angeles
280,2013,91901,52,34.9,All Ages,San Diego
281,2013,91902,55,33.4,All Ages,San Diego
282,2013,91906,25,74.7,All Ages,San Diego
283,2013,91910,375,50.6,All Ages,San Diego
284,2013,91911,528,61.9,All Ages,San Diego
285,2013,91913,100,25.8,All Ages,San Diego
286,2013,91914,24,17.4,All Ages,San Diego
287,2013,91915,57,21.0,All Ages,San Diego
288,2013,91932,147,56.1,All Ages,San Diego
289,2013,91941,117,34.7,All Ages,San Diego
290,2013,91942,148,61.6,All Ages,San Diego
291,2013,91945,168,65.2,All Ages,San Diego
292,2013,91950,415,71.8,All Ages,San Diego
293,2013,91977,362,61.2,All Ages,San Diego
294,2013,91978,17,19.7,All Ages,San Diego
295,2013,92007,29,32.6,All Ages,San Diego
296,2013,92008,61,24.1,All Ages,San Diego
297,2013,92009,58,13.7,All Ages,San Diego
298,2013,92010,39,27.8,All Ages,San Diego
299,2013,92011,34,15.7,All Ages,San Diego
300,2013,92014,15,17.5,All Ages,San Diego
301,2013,92019,134,31.3,All Ages,San Diego
302,2013,92020,303,51.0,All Ages,San Diego
303,2013,92021,300,49.8,All Ages,San Diego
304,2013,92024,74,15.5,All Ages,San Diego
305,2013,92025,171,35.1,All Ages,San Diego
306,2013,92026,110,21.5,All Ages,San Diego
307,2013,92027,177,32.1,All Ages,San Diego
308,2013,92028,150,25.7,All Ages,San Diego
309,2013,92029,31,17.3,All Ages,San Diego
310,2013,92037,50,15.4,All Ages,San Diego
311,2013,92040,157,37.2,All Ages,San Diego
312,2013,92054,192,48.7,All Ages,San Diego
313,2013,92056,173,34.9,All Ages,San Diego
314,2013,92057,193,34.7,All Ages,San Diego
315,2013,92058,141,44.5,All Ages,San Diego
316,2013,92064,95,20.8,All Ages,San Diego
317,2013,92065,78,22.9,All Ages,San Diego
318,2013,92069,106,23.0,All Ages,San Diego
319,2013,92071,177,32.8,All Ages,San Diego
320,2013,92075,18,17.0,All Ages,San Diego
321,2013,92078,95,21.4,All Ages,San Diego
322,2013,92081,64,25.4,All Ages,San Diego
323,2013,92082,41,22.2,All Ages,San Diego
324,2013,92083,206,57.9,All Ages,San Diego
325,2013,92084,193,40.8,All Ages,San Diego
326,2013,92086,12,96.2,All Ages,San Diego
327,2013,92101,222,68.6,All Ages,San Diego
328,2013,92102,319,77.0,All Ages,San Diego
329,2013,92103,121,45.1,All Ages,San Diego
330,2013,92104,240,55.3,All Ages,San Diego
331,2013,92105,494,67.7,All Ages,San Diego
332,2013,92106,35,19.3,All Ages,San Diego
333,2013,92107,81,36.3,All Ages,San Diego
334,2013,92108,38,25.3,All Ages,San Diego
335,2013,92109,72,22.9,All Ages,San Diego
336,2013,92110,69,28.6,All Ages,San Diego
337,2013,92111,219,49.3,All Ages,San Diego
338,2013,92113,555,107.2,All Ages,San Diego
339,2013,92114,580,91.2,All Ages,San Diego
340,2013,92115,314,50.7,All Ages,San Diego
341,2013,92116,115,46.9,All Ages,San Diego
342,2013,92117,168,38.6,All Ages,San Diego
343,2013,92118,33,19.4,All Ages,San Diego
344,2013,92119,57,25.9,All Ages,San Diego
345,2013,92120,87,36.0,All Ages,San Diego
346,2013,92122,51,14.1,All Ages,San Diego
347,2013,92123,101,36.6,All Ages,San Diego
348,2013,92124,70,19.5,All Ages,San Diego
349,2013,92126,209,33.0,All Ages,San Diego
350,2013,92127,65,13.4,All Ages,San Diego
351,2013,92128,75,16.2,All Ages,San Diego
352,2013,92129,107,21.8,All Ages,San Diego
353,2013,92130,56,12.1,All Ages,San Diego
354,2013,92131,48,16.1,All Ages,San Diego
355,2013,92139,181,50.7,All Ages,San Diego
356,2013,92154,305,39.3,All Ages,San Diego
357,2013,92173,150,50.1,All Ages,San Diego
358,2013,92201,353,53.1,All Ages,Riverside
359,2013,92203,73,27.4,All Ages,Riverside
360,2013,92211,61,40.1,All Ages,Riverside
361,2013,92220,217,76.1,All Ages,Riverside
362,2013,92223,242,53.6,All Ages,Riverside
363,2013,92225,176,76.2,All Ages,Riverside
364,2013,92227,326,111.7,All Ages,Imperial
365,2013,92230,37,134.7,All Ages,Riverside
366,2013,92231,147,35.1,All Ages,Imperial
367,2013,92233,41,65.3,All Ages,Imperial
368,2013,92234,163,31.1,All Ages,Riverside
369,2013,92236,224,50.3,All Ages,Riverside
370,2013,92240,207,55.2,All Ages,Riverside
371,2013,92241,28,30.0,All Ages,Riverside
372,2013,92243,471,91.1,All Ages,Imperial
373,2013,92249,43,49.8,All Ages,Imperial
374,2013,92250,50,55.7,All Ages,Imperial
375,2013,92251,133,57.4,All Ages,Imperial
376,2013,92252,60,67.3,All Ages,San Bernardino
377,2013,92253,77,22.6,All Ages,Riverside
378,2013,92254,56,42.1,All Ages,Riverside
379,2013,92257,21,165.4,All Ages,Imperial
380,2013,92260,78,30.8,All Ages,Riverside
381,2013,92262,119,51.2,All Ages,Riverside
382,2013,92264,61,52.7,All Ages,Riverside
383,2013,92270,32,22.0,All Ages,Riverside
384,2013,92274,87,34.7,All Ages,Riverside
385,2013,92276,25,31.7,All Ages,Riverside
386,2013,92277,66,28.7,All Ages,San Bernardino
387,2013,92284,104,44.1,All Ages,San Bernardino
388,2013,92301,329,93.5,All Ages,San Bernardino
389,2013,92307,347,90.9,All Ages,San Bernardino
390,2013,92308,285,69.9,All Ages,San Bernardino
391,2013,92311,439,130.9,All Ages,San Bernardino
392,2013,92313,33,28.6,All Ages,San Bernardino
393,2013,92314,42,37.9,All Ages,San Bernardino
394,2013,92315,33,94.2,All Ages,San Bernardino
395,2013,92316,200,59.5,All Ages,San Bernardino
396,2013,92317,24,85.9,All Ages,San Bernardino
397,2013,92320,37,55.5,All Ages,Riverside
398,2013,92324,379,63.3,All Ages,San Bernardino
399,2013,92325,49,142.1,All Ages,San Bernardino
400,2013,92335,623,64.1,All Ages,San Bernardino
401,2013,92336,326,34.4,All Ages,San Bernardino
402,2013,92337,164,43.8,All Ages,San Bernardino
403,2013,92342,40,68.3,All Ages,San Bernardino
404,2013,92344,72,34.5,All Ages,San Bernardino
405,2013,92345,533,63.4,All Ages,San Bernardino
406,2013,92346,229,39.3,All Ages,San Bernardino
407,2013,92347,14,82.1,All Ages,San Bernardino
408,2013,92352,16,52.6,All Ages,San Bernardino
409,2013,92354,93,43.3,All Ages,San Bernardino
410,2013,92356,37,58.9,All Ages,San Bernardino
411,2013,92359,43,51.6,All Ages,San Bernardino
412,2013,92363,110,209.6,All Ages,San Bernardino
413,2013,92371,100,62.0,All Ages,San Bernardino
414,2013,92372,14,30.7,All Ages,San Bernardino
415,2013,92373,115,39.9,All Ages,San Bernardino
416,2013,92374,178,43.6,All Ages,San Bernardino
417,2013,92376,606,70.1,All Ages,San Bernardino
418,2013,92377,96,43.4,All Ages,San Bernardino
419,2013,92392,477,81.1,All Ages,San Bernardino
420,2013,92394,294,80.5,All Ages,San Bernardino
421,2013,92395,436,98.3,All Ages,San Bernardino
422,2013,92397,17,55.9,All Ages,San Bernardino
423,2013,92399,180,34.5,All Ages,San Bernardino
424,2013,92401,52,278.1,All Ages,San Bernardino
425,2013,92404,722,108.1,All Ages,San Bernardino
426,2013,92405,326,110.5,All Ages,San Bernardino
427,2013,92407,457,73.3,All Ages,San Bernardino
428,2013,92408,109,61.4,All Ages,San Bernardino
429,2013,92410,586,112.8,All Ages,San Bernardino
430,2013,92411,393,144.8,All Ages,San Bernardino
431,2013,92501,181,84.5,All Ages,Riverside
432,2013,92503,425,48.1,All Ages,Riverside
433,2013,92504,298,53.9,All Ages,Riverside
434,2013,92505,230,45.9,All Ages,Riverside
435,2013,92506,147,36.6,All Ages,Riverside
436,2013,92507,296,58.0,All Ages,Riverside
437,2013,92508,82,23.7,All Ages,Riverside
438,2013,92509,338,41.1,All Ages,Riverside
439,2013,92530,186,35.6,All Ages,Riverside
440,2013,92532,61,30.6,All Ages,Riverside
441,2013,92539,19,37.2,All Ages,Riverside
442,2013,92543,239,77.2,All Ages,Riverside
443,2013,92544,236,48.8,All Ages,Riverside
444,2013,92545,181,49.0,All Ages,Riverside
445,2013,92548,40,56.6,All Ages,Riverside
446,2013,92551,184,51.1,All Ages,Riverside
447,2013,92553,479,60.9,All Ages,Riverside
448,2013,92555,181,45.6,All Ages,Riverside
449,2013,92557,211,41.1,All Ages,Riverside
450,2013,92562,161,25.6,All Ages,Riverside
451,2013,92563,151,24.2,All Ages,Riverside
452,2013,92567,26,27.7,All Ages,Riverside
453,2013,92570,269,48.0,All Ages,Riverside
454,2013,92571,246,43.1,All Ages,Riverside
455,2013,92582,69,39.9,All Ages,Riverside
456,2013,92583,172,54.3,All Ages,Riverside
457,2013,92584,146,34.1,All Ages,Riverside
458,2013,92585,65,31.5,All Ages,Riverside
459,2013,92586,86,51.3,All Ages,Riverside
460,2013,92587,63,37.1,All Ages,Riverside
461,2013,92591,106,27.1,All Ages,Riverside
462,2013,92592,178,22.7,All Ages,Riverside
463,2013,92595,96,30.7,All Ages,Riverside
464,2013,92596,51,22.4,All Ages,Riverside
465,2013,92602,47,21.8,All Ages,Orange
466,2013,92603,24,11.8,All Ages,Orange
467,2013,92604,70,26.4,All Ages,Orange
468,2013,92606,44,23.5,All Ages,Orange
469,2013,92610,19,19.3,All Ages,Orange
470,2013,92612,56,27.7,All Ages,Orange
471,2013,92614,39,19.1,All Ages,Orange
472,2013,92618,45,26.3,All Ages,Orange
473,2013,92620,93,23.1,All Ages,Orange
474,2013,92624,19,25.8,All Ages,Orange
475,2013,92625,32,24.1,All Ages,Orange
476,2013,92626,162,33.7,All Ages,Orange
477,2013,92627,236,39.8,All Ages,Orange
478,2013,92629,53,23.4,All Ages,Orange
479,2013,92630,152,26.3,All Ages,Orange
480,2013,92637,48,30.7,All Ages,Orange
481,2013,92646,123,23.6,All Ages,Orange
482,2013,92647,174,31.6,All Ages,Orange
483,2013,92648,121,27.2,All Ages,Orange
484,2013,92649,64,19.7,All Ages,Orange
485,2013,92651,49,23.3,All Ages,Orange
486,2013,92653,67,22.2,All Ages,Orange
487,2013,92655,39,58.6,All Ages,Orange
488,2013,92656,91,20.6,All Ages,Orange
489,2013,92657,12,13.5,All Ages,Orange
490,2013,92660,79,23.8,All Ages,Orange
491,2013,92663,43,19.7,All Ages,Orange
492,2013,92672,92,23.6,All Ages,Orange
493,2013,92673,47,15.1,All Ages,Orange
494,2013,92675,88,23.9,All Ages,Orange
495,2013,92677,119,19.2,All Ages,Orange
496,2013,92679,49,19.5,All Ages,Orange
497,2013,92683,324,35.7,All Ages,Orange
498,2013,92688,71,18.3,All Ages,Orange
499,2013,92691,105,23.9,All Ages,Orange
500,2013,92692,92,20.7,All Ages,Orange
501,2013,92694,37,17.1,All Ages,Orange
502,2013,92701,286,50.5,All Ages,Orange
503,2013,92703,324,45.8,All Ages,Orange
504,2013,92704,364,41.1,All Ages,Orange
505,2013,92705,123,28.9,All Ages,Orange
506,2013,92706,151,39.8,All Ages,Orange
507,2013,92707,313,50.5,All Ages,Orange
508,2013,92708,126,24.4,All Ages,Orange
509,2013,92780,192,32.7,All Ages,Orange
510,2013,92782,43,16.1,All Ages,Orange
511,2013,92801,353,58.2,All Ages,Orange
512,2013,92802,200,45.3,All Ages,Orange
513,2013,92804,419,48.9,All Ages,Orange
514,2013,92805,312,41.3,All Ages,Orange
515,2013,92806,216,55.3,All Ages,Orange
516,2013,92807,85,24.4,All Ages,Orange
517,2013,92808,34,18.2,All Ages,Orange
518,2013,92821,108,31.6,All Ages,Orange
519,2013,92831,153,48.6,All Ages,Orange
520,2013,92832,130,52.9,All Ages,Orange
521,2013,92833,190,36.9,All Ages,Orange
522,2013,92835,46,21.0,All Ages,Orange
523,2013,92840,221,40.6,All Ages,Orange
524,2013,92841,147,44.6,All Ages,Orange
525,2013,92843,193,43.1,All Ages,Orange
526,2013,92844,74,32.0,All Ages,Orange
527,2013,92845,25,16.6,All Ages,Orange
528,2013,92860,76,27.0,All Ages,Riverside
529,2013,92865,60,30.3,All Ages,Orange
530,2013,92866,70,47.6,All Ages,Orange
531,2013,92867,94,21.0,All Ages,Orange
532,2013,92868,94,42.6,All Ages,Orange
533,2013,92869,82,22.3,All Ages,Orange
534,2013,92870,171,33.7,All Ages,Orange
535,2013,92879,191,40.5,All Ages,Riverside
536,2013,92880,185,28.2,All Ages,Riverside
537,2013,92881,83,24.0,All Ages,Riverside
538,2013,92882,222,32.2,All Ages,Riverside
539,2013,92883,70,24.0,All Ages,Riverside
540,2013,92886,133,27.0,All Ages,Orange
541,2013,92887,37,21.7,All Ages,Orange
542,2013,93001,131,43.4,All Ages,Ventura
543,2013,93003,150,32.5,All Ages,Ventura
544,2013,93004,85,30.4,All Ages,Ventura
545,2013,93010,136,32.6,All Ages,Ventura
546,2013,93012,69,18.8,All Ages,Ventura
547,2013,93013,47,34.2,All Ages,Santa Barbara
548,2013,93015,67,33.7,All Ages,Ventura
549,2013,93021,89,27.1,All Ages,Ventura
550,2013,93022,20,35.3,All Ages,Ventura
551,2013,93023,80,40.2,All Ages,Ventura
552,2013,93030,459,79.1,All Ages,Ventura
553,2013,93033,300,34.5,All Ages,Ventura
554,2013,93035,70,26.3,All Ages,Ventura
555,2013,93036,143,32.7,All Ages,Ventura
556,2013,93041,87,35.1,All Ages,Ventura
557,2013,93060,121,35.3,All Ages,Ventura
