,Year,Zip_Code,Number_of_Asthma_ED_Visits,Age_Adjusted_Rate_of_Asthma_ED_V,Age_Group,county
3699,2016,91331,783,72.1,All Ages,Los Angeles
3700,2016,91335,535,70.6,All Ages,Los Angeles
3701,2016,91340,260,68.1,All Ages,Los Angeles
3702,2016,91342,520,54.4,All Ages,Los Angeles
3703,2016,91343,449,73.3,All Ages,Los Angeles
3704,2016,91344,212,45.0,All Ages,Los Angeles
3705,2016,91345,106,57.8,All Ages,Los Angeles
3706,2016,91350,81,24.1,All Ages,Los Angeles
3707,2016,91351,155,45.1,All Ages,Los Angeles
3708,2016,91352,303,60.2,All Ages,Los Angeles
3709,2016,91354,74,24.3,All Ages,Los Angeles
3710,2016,91355,89,27.0,All Ages,Los Angeles
3711,2016,91356,131,45.3,All Ages,Los Angeles
3712,2016,91360,90,23.3,All Ages,Ventura
3713,2016,91361,20,10.0,All Ages,Ventura
3714,2016,91362,52,14.9,All Ages,Ventura
3715,2016,91364,80,31.2,All Ages,Los Angeles
3716,2016,91367,130,32.8,All Ages,Los Angeles
3717,2016,91377,13,11.1,All Ages,Ventura
3718,2016,91381,30,15.4,All Ages,Los Angeles
3719,2016,91384,61,21.1,All Ages,Los Angeles
3720,2016,91387,168,38.4,All Ages,Los Angeles
3721,2016,91390,45,24.4,All Ages,Los Angeles
3722,2016,91401,204,48.9,All Ages,Los Angeles
3723,2016,91402,603,79.0,All Ages,Los Angeles
3724,2016,91403,78,32.8,All Ages,Los Angeles
3725,2016,91405,506,97.4,All Ages,Los Angeles
3726,2016,91406,400,76.6,All Ages,Los Angeles
3727,2016,91411,177,72.2,All Ages,Los Angeles
3728,2016,91423,73,24.2,All Ages,Los Angeles
3729,2016,91436,32,23.9,All Ages,Los Angeles
3730,2016,91501,44,21.8,All Ages,Los Angeles
3731,2016,91502,36,34.3,All Ages,Los Angeles
3732,2016,91504,78,35.7,All Ages,Los Angeles
3733,2016,91505,82,28.0,All Ages,Los Angeles
3734,2016,91506,50,26.7,All Ages,Los Angeles
3735,2016,91601,192,51.1,All Ages,Los Angeles
3736,2016,91602,40,26.3,All Ages,Los Angeles
3737,2016,91604,61,22.6,All Ages,Los Angeles
3738,2016,91605,376,64.5,All Ages,Los Angeles
3739,2016,91606,283,65.7,All Ages,Los Angeles
3740,2016,91607,86,29.8,All Ages,Los Angeles
3741,2016,91701,94,25.3,All Ages,San Bernardino
3742,2016,91702,377,59.2,All Ages,Los Angeles
3743,2016,91706,439,57.5,All Ages,Los Angeles
3744,2016,91708,20,33.9,All Ages,San Bernardino
3745,2016,91709,153,21.6,All Ages,San Bernardino
3746,2016,91710,303,37.0,All Ages,San Bernardino
3747,2016,91711,77,25.5,All Ages,Los Angeles
3748,2016,91722,164,45.8,All Ages,Los Angeles
3749,2016,91723,105,53.3,All Ages,Los Angeles
3750,2016,91724,103,39.2,All Ages,Los Angeles
3751,2016,91730,234,33.9,All Ages,San Bernardino
3752,2016,91731,150,51.2,All Ages,Los Angeles
3753,2016,91732,398,61.1,All Ages,Los Angeles
3754,2016,91733,257,54.5,All Ages,Los Angeles
3755,2016,91737,42,19.4,All Ages,San Bernardino
3756,2016,91739,81,22.8,All Ages,San Bernardino
3757,2016,91740,102,39.7,All Ages,Los Angeles
3758,2016,91741,80,34.9,All Ages,Los Angeles
3759,2016,91744,498,56.9,All Ages,Los Angeles
3760,2016,91745,197,39.7,All Ages,Los Angeles
3761,2016,91746,137,41.9,All Ages,Los Angeles
3762,2016,91748,108,25.9,All Ages,Los Angeles
3763,2016,91750,137,44.0,All Ages,Los Angeles
3764,2016,91752,105,29.9,All Ages,Riverside
3765,2016,91754,98,34.9,All Ages,Los Angeles
3766,2016,91755,52,22.1,All Ages,Los Angeles
3767,2016,91761,274,44.9,All Ages,San Bernardino
3768,2016,91762,320,53.1,All Ages,San Bernardino
3769,2016,91763,221,55.4,All Ages,San Bernardino
3770,2016,91764,302,50.7,All Ages,San Bernardino
3771,2016,91765,98,23.0,All Ages,Los Angeles
3772,2016,91766,446,57.9,All Ages,Los Angeles
3773,2016,91767,373,74.8,All Ages,Los Angeles
3774,2016,91768,188,57.2,All Ages,Los Angeles
3775,2016,91770,190,31.7,All Ages,Los Angeles
3776,2016,91773,102,30.5,All Ages,Los Angeles
3777,2016,91775,50,21.4,All Ages,Los Angeles
3778,2016,91776,125,35.1,All Ages,Los Angeles
3779,2016,91780,84,28.0,All Ages,Los Angeles
3780,2016,91784,41,16.9,All Ages,San Bernardino
3781,2016,91786,321,60.3,All Ages,San Bernardino
3782,2016,91789,84,23.9,All Ages,Los Angeles
3783,2016,91790,229,48.6,All Ages,Los Angeles
3784,2016,91791,111,33.8,All Ages,Los Angeles
3785,2016,91792,122,41.1,All Ages,Los Angeles
3786,2016,91801,155,32.3,All Ages,Los Angeles
3787,2016,91803,80,28.2,All Ages,Los Angeles
3788,2016,91901,33,21.1,All Ages,San Diego
3789,2016,91902,28,17.7,All Ages,San Diego
3790,2016,91906,22,57.8,All Ages,San Diego
3791,2016,91910,308,40.0,All Ages,San Diego
3792,2016,91911,439,50.2,All Ages,San Diego
3793,2016,91913,85,17.2,All Ages,San Diego
3794,2016,91914,23,13.1,All Ages,San Diego
3795,2016,91915,63,20.7,All Ages,San Diego
3796,2016,91932,121,45.9,All Ages,San Diego
3797,2016,91935,13,14.8,All Ages,San Diego
3798,2016,91941,105,33.8,All Ages,San Diego
3799,2016,91942,103,28.6,All Ages,San Diego
3800,2016,91945,141,58.4,All Ages,San Diego
3801,2016,91950,359,60.0,All Ages,San Diego
3802,2016,91977,292,47.8,All Ages,San Diego
3803,2016,91978,31,34.2,All Ages,San Diego
3804,2016,92007,19,20.0,All Ages,San Diego
3805,2016,92008,46,18.2,All Ages,San Diego
3806,2016,92009,50,10.7,All Ages,San Diego
3807,2016,92010,23,16.2,All Ages,San Diego
3808,2016,92011,33,13.7,All Ages,San Diego
3809,2016,92019,94,23.1,All Ages,San Diego
3810,2016,92020,217,35.9,All Ages,San Diego
3811,2016,92021,263,40.0,All Ages,San Diego
3812,2016,92024,70,14.0,All Ages,San Diego
3813,2016,92025,172,33.5,All Ages,San Diego
3814,2016,92026,112,22.1,All Ages,San Diego
3815,2016,92027,174,30.4,All Ages,San Diego
3816,2016,92028,104,24.1,All Ages,San Diego
3817,2016,92029,20,11.7,All Ages,San Diego
3818,2016,92037,53,15.2,All Ages,San Diego
3819,2016,92040,110,26.5,All Ages,San Diego
3820,2016,92054,121,27.4,All Ages,San Diego
3821,2016,92056,146,29.8,All Ages,San Diego
3822,2016,92057,136,23.7,All Ages,San Diego
3823,2016,92058,100,36.4,All Ages,San Diego
3824,2016,92061,13,51.9,All Ages,San Diego
3825,2016,92064,100,22.7,All Ages,San Diego
3826,2016,92065,62,17.7,All Ages,San Diego
3827,2016,92069,95,17.9,All Ages,San Diego
3828,2016,92071,134,25.6,All Ages,San Diego
3829,2016,92075,13,11.9,All Ages,San Diego
3830,2016,92078,76,15.7,All Ages,San Diego
3831,2016,92081,62,22.5,All Ages,San Diego
3832,2016,92082,43,22.4,All Ages,San Diego
3833,2016,92083,155,39.8,All Ages,San Diego
3834,2016,92084,141,27.4,All Ages,San Diego
3835,2016,92101,217,72.5,All Ages,San Diego
3836,2016,92102,283,58.6,All Ages,San Diego
3837,2016,92103,94,37.6,All Ages,San Diego
3838,2016,92104,144,32.8,All Ages,San Diego
3839,2016,92105,459,59.9,All Ages,San Diego
3840,2016,92106,42,22.5,All Ages,San Diego
3841,2016,92107,47,20.3,All Ages,San Diego
3842,2016,92108,51,30.6,All Ages,San Diego
3843,2016,92109,65,17.1,All Ages,San Diego
3844,2016,92110,94,38.2,All Ages,San Diego
3845,2016,92111,198,43.8,All Ages,San Diego
3846,2016,92113,474,85.4,All Ages,San Diego
3847,2016,92114,533,79.8,All Ages,San Diego
3848,2016,92115,291,54.3,All Ages,San Diego
3849,2016,92116,95,33.5,All Ages,San Diego
3850,2016,92117,133,28.4,All Ages,San Diego
3851,2016,92118,31,17.1,All Ages,San Diego
3852,2016,92119,61,30.7,All Ages,San Diego
3853,2016,92120,66,24.6,All Ages,San Diego
3854,2016,92122,55,15.4,All Ages,San Diego
3855,2016,92123,116,43.3,All Ages,San Diego
3856,2016,92124,61,19.0,All Ages,San Diego
3857,2016,92126,185,27.2,All Ages,San Diego
3858,2016,92127,72,15.5,All Ages,San Diego
3859,2016,92128,46,9.6,All Ages,San Diego
3860,2016,92129,73,14.1,All Ages,San Diego
3861,2016,92130,44,8.7,All Ages,San Diego
3862,2016,92131,39,11.3,All Ages,San Diego
3863,2016,92139,144,39.7,All Ages,San Diego
3864,2016,92154,306,35.5,All Ages,San Diego
3865,2016,92173,180,54.7,All Ages,San Diego
3866,2016,92201,278,41.9,All Ages,Riverside
3867,2016,92203,57,19.7,All Ages,Riverside
3868,2016,92211,45,32.8,All Ages,Riverside
3869,2016,92220,261,92.0,All Ages,Riverside
3870,2016,92223,267,51.8,All Ages,Riverside
3871,2016,92225,154,67.1,All Ages,Riverside
3872,2016,92227,312,106.2,All Ages,Imperial
3873,2016,92230,37,117.1,All Ages,Riverside
3874,2016,92231,189,46.5,All Ages,Imperial
3875,2016,92233,50,80.1,All Ages,Imperial
3876,2016,92234,168,33.2,All Ages,Riverside
3877,2016,92236,182,36.6,All Ages,Riverside
3878,2016,92240,199,55.1,All Ages,Riverside
3879,2016,92241,23,31.6,All Ages,Riverside
3880,2016,92243,403,76.9,All Ages,Imperial
3881,2016,92249,44,50.7,All Ages,Imperial
3882,2016,92250,55,69.6,All Ages,Imperial
3883,2016,92251,141,66.0,All Ages,Imperial
3884,2016,92252,40,43.6,All Ages,San Bernardino
3885,2016,92253,99,31.9,All Ages,Riverside
3886,2016,92254,31,19.2,All Ages,Riverside
3887,2016,92256,13,39.1,All Ages,San Bernardino
3888,2016,92257,17,96.7,All Ages,Imperial
3889,2016,92260,49,21.4,All Ages,Riverside
3890,2016,92262,112,44.4,All Ages,Riverside
3891,2016,92264,36,26.5,All Ages,Riverside
3892,2016,92270,50,54.1,All Ages,Riverside
3893,2016,92274,48,17.5,All Ages,Riverside
3894,2016,92276,25,36.0,All Ages,Riverside
3895,2016,92277,75,29.1,All Ages,San Bernardino
3896,2016,92281,37,120.3,All Ages,Imperial
3897,2016,92284,109,46.1,All Ages,San Bernardino
3898,2016,92301,255,68.4,All Ages,San Bernardino
3899,2016,92307,285,78.1,All Ages,San Bernardino
3900,2016,92308,212,55.9,All Ages,San Bernardino
3901,2016,92311,566,175.7,All Ages,San Bernardino
3902,2016,92313,43,38.5,All Ages,San Bernardino
3903,2016,92314,53,50.9,All Ages,San Bernardino
3904,2016,92315,43,85.3,All Ages,San Bernardino
3905,2016,92316,195,58.9,All Ages,San Bernardino
3906,2016,92320,31,33.2,All Ages,Riverside
3907,2016,92324,378,62.1,All Ages,San Bernardino
3908,2016,92325,48,61.6,All Ages,San Bernardino
3909,2016,92335,521,49.0,All Ages,San Bernardino
3910,2016,92336,309,31.3,All Ages,San Bernardino
3911,2016,92337,165,40.4,All Ages,San Bernardino
3912,2016,92342,33,59.0,All Ages,San Bernardino
3913,2016,92344,61,26.5,All Ages,San Bernardino
3914,2016,92345,402,48.4,All Ages,San Bernardino
3915,2016,92346,279,49.4,All Ages,San Bernardino
3916,2016,92352,20,27.3,All Ages,San Bernardino
3917,2016,92354,70,33.8,All Ages,San Bernardino
3918,2016,92356,30,51.2,All Ages,San Bernardino
3919,2016,92359,41,47.5,All Ages,San Bernardino
3920,2016,92363,45,99.1,All Ages,San Bernardino
3921,2016,92371,62,37.3,All Ages,San Bernardino
3922,2016,92372,14,30.1,All Ages,San Bernardino
3923,2016,92373,112,38.5,All Ages,San Bernardino
3924,2016,92374,180,43.2,All Ages,San Bernardino
3925,2016,92376,497,59.5,All Ages,San Bernardino
3926,2016,92377,85,41.2,All Ages,San Bernardino
3927,2016,92382,18,43.3,All Ages,San Bernardino
3928,2016,92386,15,82.8,All Ages,San Bernardino
3929,2016,92392,387,67.4,All Ages,San Bernardino
3930,2016,92394,265,63.2,All Ages,San Bernardino
3931,2016,92395,367,82.9,All Ages,San Bernardino
3932,2016,92399,153,28.8,All Ages,San Bernardino
3933,2016,92401,39,182.0,All Ages,San Bernardino
3934,2016,92404,591,96.0,All Ages,San Bernardino
3935,2016,92405,315,99.7,All Ages,San Bernardino
3936,2016,92407,395,62.6,All Ages,San Bernardino
3937,2016,92408,79,46.2,All Ages,San Bernardino
3938,2016,92410,419,79.3,All Ages,San Bernardino
3939,2016,92411,327,112.9,All Ages,San Bernardino
3940,2016,92501,185,83.5,All Ages,Riverside
3941,2016,92503,414,44.1,All Ages,Riverside
3942,2016,92504,267,47.4,All Ages,Riverside
3943,2016,92505,231,46.8,All Ages,Riverside
3944,2016,92506,168,41.7,All Ages,Riverside
3945,2016,92507,298,58.5,All Ages,Riverside
3946,2016,92508,81,23.7,All Ages,Riverside
3947,2016,92509,366,44.2,All Ages,Riverside
3948,2016,92530,253,45.8,All Ages,Riverside
3949,2016,92532,67,27.6,All Ages,Riverside
3950,2016,92536,13,36.2,All Ages,Riverside
3951,2016,92539,12,31.9,All Ages,Riverside
3952,2016,92543,255,82.1,All Ages,Riverside
3953,2016,92544,243,54.5,All Ages,Riverside
3954,2016,92545,199,52.6,All Ages,Riverside
3955,2016,92548,32,47.9,All Ages,Riverside
3956,2016,92551,220,61.0,All Ages,Riverside
3957,2016,92553,449,56.8,All Ages,Riverside
3958,2016,92555,202,51.9,All Ages,Riverside
3959,2016,92557,232,45.1,All Ages,Riverside
3960,2016,92562,191,31.2,All Ages,Riverside
3961,2016,92563,209,31.2,All Ages,Riverside
3962,2016,92567,25,24.5,All Ages,Riverside
3963,2016,92570,285,48.4,All Ages,Riverside
3964,2016,92571,290,50.1,All Ages,Riverside
3965,2016,92582,80,41.4,All Ages,Riverside
3966,2016,92583,184,59.0,All Ages,Riverside
3967,2016,92584,142,31.3,All Ages,Riverside
3968,2016,92585,77,34.9,All Ages,Riverside
3969,2016,92586,78,57.6,All Ages,Riverside
3970,2016,92587,64,37.5,All Ages,Riverside
3971,2016,92590,16,38.2,All Ages,Riverside
3972,2016,92591,131,29.3,All Ages,Riverside
3973,2016,92592,215,27.6,All Ages,Riverside
3974,2016,92595,121,37.2,All Ages,Riverside
3975,2016,92596,105,37.8,All Ages,Riverside
3976,2016,92602,46,20.5,All Ages,Orange
3977,2016,92603,17,9.6,All Ages,Orange
3978,2016,92604,46,17.6,All Ages,Orange
3979,2016,92606,45,20.0,All Ages,Orange
3980,2016,92610,13,8.7,All Ages,Orange
3981,2016,92612,51,21.1,All Ages,Orange
3982,2016,92614,44,19.9,All Ages,Orange
3983,2016,92618,71,30.4,All Ages,Orange
3984,2016,92620,83,18.9,All Ages,Orange
3985,2016,92624,14,19.5,All Ages,Orange
3986,2016,92625,14,16.2,All Ages,Orange
3987,2016,92626,109,23.0,All Ages,Orange
3988,2016,92627,235,36.8,All Ages,Orange
3989,2016,92629,36,15.8,All Ages,Orange
3990,2016,92630,132,21.3,All Ages,Orange
3991,2016,92637,22,29.1,All Ages,Orange
3992,2016,92646,109,21.4,All Ages,Orange
3993,2016,92647,215,38.7,All Ages,Orange
3994,2016,92648,113,28.2,All Ages,Orange
3995,2016,92649,57,19.1,All Ages,Orange
3996,2016,92651,45,22.5,All Ages,Orange
3997,2016,92653,57,22.2,All Ages,Orange
3998,2016,92655,36,47.4,All Ages,Orange
3999,2016,92656,69,13.9,All Ages,Orange
4000,2016,92657,12,9.8,All Ages,Orange
4001,2016,92660,43,12.7,All Ages,Orange
4002,2016,92663,35,20.1,All Ages,Orange
4003,2016,92672,55,14.4,All Ages,Orange
4004,2016,92673,32,10.9,All Ages,Orange
4005,2016,92675,52,13.9,All Ages,Orange
4006,2016,92677,97,14.9,All Ages,Orange
4007,2016,92679,32,11.2,All Ages,Orange
4008,2016,92683,263,29.7,All Ages,Orange
4009,2016,92688,68,14.9,All Ages,Orange
4010,2016,92691,74,16.0,All Ages,Orange
4011,2016,92692,77,16.7,All Ages,Orange
4012,2016,92694,31,13.3,All Ages,Orange
4013,2016,92701,256,45.4,All Ages,Orange
4014,2016,92703,318,43.7,All Ages,Orange
4015,2016,92704,361,37.2,All Ages,Orange
4016,2016,92705,122,26.9,All Ages,Orange
4017,2016,92706,145,34.1,All Ages,Orange
4018,2016,92707,278,38.9,All Ages,Orange
4019,2016,92708,115,22.0,All Ages,Orange
4020,2016,92780,204,35.2,All Ages,Orange
4021,2016,92782,53,17.3,All Ages,Orange
4022,2016,92801,299,43.5,All Ages,Orange
4023,2016,92802,209,44.4,All Ages,Orange
4024,2016,92804,400,45.3,All Ages,Orange
4025,2016,92805,380,49.5,All Ages,Orange
4026,2016,92806,183,42.1,All Ages,Orange
4027,2016,92807,75,23.9,All Ages,Orange
4028,2016,92808,24,12.4,All Ages,Orange
4029,2016,92821,105,26.1,All Ages,Orange
4030,2016,92831,114,36.3,All Ages,Orange
4031,2016,92832,115,44.4,All Ages,Orange
4032,2016,92833,162,30.4,All Ages,Orange
4033,2016,92835,60,27.4,All Ages,Orange
4034,2016,92840,189,34.6,All Ages,Orange
4035,2016,92841,96,28.8,All Ages,Orange
4036,2016,92843,203,41.7,All Ages,Orange
4037,2016,92844,61,25.6,All Ages,Orange
4038,2016,92845,21,12.6,All Ages,Orange
4039,2016,92860,56,23.7,All Ages,Riverside
4040,2016,92865,67,33.4,All Ages,Orange
4041,2016,92866,62,43.0,All Ages,Orange
4042,2016,92867,125,28.7,All Ages,Orange
4043,2016,92868,97,42.2,All Ages,Orange
4044,2016,92869,81,23.2,All Ages,Orange
4045,2016,92870,173,34.8,All Ages,Orange
4046,2016,92879,163,33.2,All Ages,Riverside
4047,2016,92880,204,27.9,All Ages,Riverside
4048,2016,92881,62,19.5,All Ages,Riverside
4049,2016,92882,223,30.5,All Ages,Riverside
4050,2016,92883,64,21.4,All Ages,Riverside
4051,2016,92886,85,17.6,All Ages,Orange
4052,2016,92887,34,18.0,All Ages,Orange
4053,2016,93001,133,43.9,All Ages,Ventura
4054,2016,93003,153,33.2,All Ages,Ventura
4055,2016,93004,91,33.7,All Ages,Ventura
4056,2016,93010,95,22.6,All Ages,Ventura
4057,2016,93012,64,18.6,All Ages,Ventura
4058,2016,93013,48,31.2,All Ages,Santa Barbara
4059,2016,93015,73,37.1,All Ages,Ventura
4060,2016,93021,84,22.3,All Ages,Ventura
4061,2016,93022,13,28.8,All Ages,Ventura
4062,2016,93023,57,30.7,All Ages,Ventura
4063,2016,93030,264,42.7,All Ages,Ventura
4064,2016,93033,336,37.4,All Ages,Ventura
4065,2016,93035,82,31.9,All Ages,Ventura
4066,2016,93036,204,42.1,All Ages,Ventura
4067,2016,93040,18,95.4,All Ages,Ventura
4068,2016,93041,91,38.4,All Ages,Ventura
4069,2016,93060,125,34.7,All Ages,Ventura
4070,2016,93063,186,34.4,All Ages,Ventura
4071,2016,93065,245,35.8,All Ages,Ventura
4072,2016,93101,130,42.4,All Ages,Santa Barbara
4073,2016,93103,62,31.9,All Ages,Santa Barbara
4074,2016,93105,53,20.9,All Ages,Santa Barbara
4075,2016,93109,13,10.1,All Ages,Santa Barbara
4076,2016,93110,33,18.5,All Ages,Santa Barbara
4077,2016,93111,39,26.4,All Ages,Santa Barbara
4078,2016,93117,116,29.3,All Ages,Santa Barbara
4079,2016,93202,51,194.8,All Ages,Kings
4080,2016,93203,81,31.8,All Ages,Kern
4081,2016,93204,45,36.7,All Ages,Kings
4082,2016,93205,17,85.0,All Ages,Kern
4083,2016,93206,21,81.0,All Ages,Kern
4084,2016,93210,86,48.9,All Ages,Fresno
4085,2016,93212,96,44.9,All Ages,Kings
4086,2016,93215,218,39.1,All Ages,Kern
4087,2016,93219,30,21.7,All Ages,Tulare
4088,2016,93221,47,32.6,All Ages,Tulare
4089,2016,93223,59,53.0,All Ages,Tulare
4090,2016,93225,16,24.9,All Ages,Kern
4091,2016,93230,574,82.3,All Ages,Kings
4092,2016,93234,46,54.9,All Ages,Fresno
4093,2016,93239,13,63.3,All Ages,Kings
4094,2016,93240,40,89.8,All Ages,Kern
4095,2016,93241,84,41.9,All Ages,Kern
4096,2016,93242,17,48.3,All Ages,Fresno
4097,2016,93245,236,54.7,All Ages,Kings
4098,2016,93247,60,27.9,All Ages,Tulare
4099,2016,93250,69,39.9,All Ages,Kern
4100,2016,93256,31,35.7,All Ages,Tulare
4101,2016,93257,370,45.0,All Ages,Tulare
4102,2016,93261,17,67.3,All Ages,Tulare
4103,2016,93263,83,37.4,All Ages,Kern
4104,2016,93265,13,23.8,All Ages,Tulare
4105,2016,93267,27,42.0,All Ages,Tulare
4106,2016,93268,51,26.7,All Ages,Kern
4107,2016,93270,32,51.7,All Ages,Tulare
4108,2016,93274,393,51.2,All Ages,Tulare
4109,2016,93277,181,36.6,All Ages,Tulare
4110,2016,93280,82,27.8,All Ages,Kern
4111,2016,93286,28,28.6,All Ages,Tulare
4112,2016,93291,224,36.1,All Ages,Tulare
4113,2016,93292,134,31.6,All Ages,Tulare
4114,2016,93301,164,136.3,All Ages,Kern
4115,2016,93304,559,103.7,All Ages,Kern
4116,2016,93305,432,108.1,All Ages,Kern
4117,2016,93306,445,60.8,All Ages,Kern
4118,2016,93307,609,62.4,All Ages,Kern
4119,2016,93308,317,58.1,All Ages,Kern
4120,2016,93309,364,59.8,All Ages,Kern
4121,2016,93311,159,32.9,All Ages,Kern
4122,2016,93312,134,21.8,All Ages,Kern
4123,2016,93313,252,47.5,All Ages,Kern
4124,2016,93314,58,20.8,All Ages,Kern
4125,2016,93401,95,38.6,All Ages,San Luis Obispo
4126,2016,93402,50,40.4,All Ages,San Luis Obispo
4127,2016,93405,36,17.7,All Ages,San Luis Obispo
4128,2016,93420,109,41.9,All Ages,San Luis Obispo
4129,2016,93422,110,35.5,All Ages,San Luis Obispo
4130,2016,93427,19,35.8,All Ages,Santa Barbara
4131,2016,93428,19,32.7,All Ages,San Luis Obispo
4132,2016,93433,67,53.7,All Ages,San Luis Obispo
4133,2016,93434,59,69.9,All Ages,Santa Barbara
4134,2016,93436,224,40.0,All Ages,Santa Barbara
4135,2016,93442,25,28.8,All Ages,San Luis Obispo
4136,2016,93444,82,43.4,All Ages,San Luis Obispo
4137,2016,93445,45,67.4,All Ages,San Luis Obispo
4138,2016,93446,158,37.4,All Ages,San Luis Obispo
4139,2016,93449,12,20.3,All Ages,San Luis Obispo
4140,2016,93451,19,39.6,All Ages,San Luis Obispo
4141,2016,93454,274,71.5,All Ages,Santa Barbara
4142,2016,93455,149,36.3,All Ages,Santa Barbara
4143,2016,93458,305,46.3,All Ages,Santa Barbara
4144,2016,93460,22,50.1,All Ages,Santa Barbara
4145,2016,93463,22,29.3,All Ages,Santa Barbara
4146,2016,93465,20,20.5,All Ages,San Luis Obispo
4147,2016,93501,67,121.8,All Ages,Kern
4148,2016,93505,93,65.1,All Ages,Kern
4149,2016,93510,19,27.1,All Ages,Los Angeles
4150,2016,93514,61,48.7,All Ages,Inyo
4151,2016,93532,17,85.2,All Ages,Los Angeles
4152,2016,93534,517,126.9,All Ages,Los Angeles
4153,2016,93535,1022,131.2,All Ages,Los Angeles
4154,2016,93536,360,50.7,All Ages,Los Angeles
4155,2016,93543,110,85.4,All Ages,Los Angeles
4156,2016,93546,29,33.1,All Ages,Mono
4157,2016,93550,819,100.0,All Ages,Los Angeles
4158,2016,93551,228,43.5,All Ages,Los Angeles
4159,2016,93552,265,64.5,All Ages,Los Angeles
4160,2016,93555,164,54.1,All Ages,Kern
4161,2016,93560,111,54.9,All Ages,Kern
4162,2016,93561,160,48.7,All Ages,Kern
4163,2016,93591,78,105.8,All Ages,Los Angeles
4164,2016,93602,17,64.2,All Ages,Fresno
4165,2016,93609,37,58.4,All Ages,Fresno
4166,2016,93610,95,44.2,All Ages,Madera
4167,2016,93611,143,32.7,All Ages,Fresno
4168,2016,93612,269,75.3,All Ages,Fresno
4169,2016,93614,33,35.7,All Ages,Madera
4170,2016,93615,40,56.2,All Ages,Tulare
4171,2016,93616,27,98.2,All Ages,Fresno
4172,2016,93618,153,45.6,All Ages,Tulare
4173,2016,93619,73,19.8,All Ages,Fresno
4174,2016,93620,58,58.1,All Ages,Merced
4175,2016,93622,69,59.2,All Ages,Fresno
4176,2016,93625,52,64.0,All Ages,Fresno
4177,2016,93630,94,38.6,All Ages,Fresno
4178,2016,93631,87,49.7,All Ages,Fresno
4179,2016,93635,431,101.3,All Ages,Merced
4180,2016,93636,44,37.2,All Ages,Madera
4181,2016,93637,290,69.9,All Ages,Madera
4182,2016,93638,443,71.4,All Ages,Madera
4183,2016,93640,114,74.9,All Ages,Fresno
4184,2016,93644,36,60.5,All Ages,Madera
4185,2016,93646,82,65.2,All Ages,Fresno
4186,2016,93647,50,36.6,All Ages,Tulare
4187,2016,93648,192,102.6,All Ages,Fresno
4188,2016,93650,48,141.4,All Ages,Fresno
4189,2016,93654,155,47.5,All Ages,Fresno
4190,2016,93656,45,60.9,All Ages,Fresno
4191,2016,93657,234,61.6,All Ages,Fresno
4192,2016,93660,15,29.2,All Ages,Fresno
4193,2016,93662,304,92.5,All Ages,Fresno
4194,2016,93667,15,71.7,All Ages,Fresno
4195,2016,93675,23,81.1,All Ages,Fresno
4196,2016,93701,177,119.4,All Ages,Fresno
4197,2016,93702,468,86.9,All Ages,Fresno
4198,2016,93703,390,106.7,All Ages,Fresno
4199,2016,93704,160,61.7,All Ages,Fresno
4200,2016,93705,408,100.5,All Ages,Fresno
4201,2016,93706,460,97.7,All Ages,Fresno
4202,2016,93710,178,61.5,All Ages,Fresno
4203,2016,93711,133,43.1,All Ages,Fresno
4204,2016,93720,167,39.3,All Ages,Fresno
4205,2016,93721,46,73.4,All Ages,Fresno
4206,2016,93722,592,67.5,All Ages,Fresno
4207,2016,93723,47,41.1,All Ages,Fresno
4208,2016,93725,230,78.3,All Ages,Fresno
4209,2016,93726,420,105.7,All Ages,Fresno
4210,2016,93727,529,63.6,All Ages,Fresno
4211,2016,93728,167,104.8,All Ages,Fresno
4212,2016,93730,24,20.4,All Ages,Fresno
4213,2016,93737,15,27.3,All Ages,Fresno
4214,2016,93901,223,84.6,All Ages,Monterey
4215,2016,93905,389,54.9,All Ages,Monterey
4216,2016,93906,394,65.7,All Ages,Monterey
4217,2016,93907,82,37.0,All Ages,Monterey
4218,2016,93908,17,12.2,All Ages,Monterey
4219,2016,93923,19,30.1,All Ages,Monterey
4220,2016,93924,19,26.4,All Ages,Monterey
4221,2016,93926,45,44.9,All Ages,Monterey
4222,2016,93927,81,39.1,All Ages,Monterey
4223,2016,93930,47,27.4,All Ages,Monterey
4224,2016,93933,120,54.0,All Ages,Monterey
4225,2016,93940,74,25.2,All Ages,Monterey
4226,2016,93950,38,31.5,All Ages,Monterey
4227,2016,93955,188,53.6,All Ages,Monterey
4228,2016,93960,91,35.0,All Ages,Monterey
4229,2016,94002,50,16.8,All Ages,San Mateo
4230,2016,94010,51,13.5,All Ages,San Mateo
4231,2016,94014,195,41.7,All Ages,San Mateo
4232,2016,94015,255,43.1,All Ages,San Mateo
4233,2016,94019,64,33.5,All Ages,San Mateo
4234,2016,94022,18,8.2,All Ages,Santa Clara
4235,2016,94024,16,7.0,All Ages,Santa Clara
4236,2016,94025,106,26.0,All Ages,San Mateo
4237,2016,94030,64,31.4,All Ages,San Mateo
4238,2016,94038,19,66.1,All Ages,San Mateo
4239,2016,94040,53,14.8,All Ages,Santa Clara
4240,2016,94041,23,18.8,All Ages,Santa Clara
4241,2016,94043,47,17.0,All Ages,Santa Clara
4242,2016,94044,168,46.2,All Ages,San Mateo
4243,2016,94061,127,35.4,All Ages,San Mateo
