,state_code,county_code,year,first_max,second_max,third_max,fourth_max
0,01,001,2011,,,,
1,01,001,2012,,,,
2,01,003,2011,21.2,21.2,20.3,19.5
3,01,003,2012,24.1,22.0,18.4,17.1
4,02,013,2011,,,,
5,02,013,2012,,,,
6,02,020,2011,195.0,51.0,50.0,49.0
7,02,020,2012,73.0,72.0,72.0,69.0
8,04,001,2011,11.8,7.9,6.2,5.8
9,04,001,2012,7.3,6.5,6.0,5.8
10,04,003,2011,14.8,13.0,11.5,10.4
11,04,003,2012,13.1,12.1,11.4,11.1
