,state_code,county_code,year,first_max,second_max,third_max,fourth_max
538,6,89,2018,131,102.8,65.8,63.1
539,6,89,2019,24.1,22.6,19.9,19.4
540,6,91,2011,,,,
541,6,91,2012,,,,
542,6,91,2013,,,,
543,6,91,2014,,,,
544,6,91,2015,,,,
545,6,91,2016,,,,
546,6,91,2017,,,,
547,6,91,2018,,,,
548,6,91,2019,,,,
549,6,93,2011,15.8,15.8,14.6,12.8
550,6,93,2012,29.9,21.7,16.1,15.4
551,6,93,2013,34.3,20.6,16,15.8
552,6,93,2014,34.7,30,20.7,19.9
553,6,93,2015,26.5,26.3,15.4,14
554,6,93,2016,25.1,11.5,10.6,9.1
555,6,93,2017,78.8,53.5,41,37
556,6,93,2018,263,232,224,191
557,6,93,2019,173,157,118,118
558,6,95,2011,83,79,78,77
559,6,95,2012,70,70,63,62
560,6,95,2013,94,88,76,76
561,6,95,2014,103,99,80,74
562,6,95,2015,65,65,63,62
563,6,95,2016,64,58,57,56
564,6,95,2017,435,234,233,223
565,6,95,2018,245,229,223,216
566,6,95,2019,65,59,54,52
567,6,97,2011,73,56,55,53
568,6,97,2012,66,44,44,44
569,6,97,2013,72,57,55,52
570,6,97,2014,44,38,37,36
571,6,97,2015,216,146,83,60
572,6,97,2016,47,40,39,37
573,6,97,2017,283,200,178,163
574,6,97,2018,266,250,241,224
575,6,97,2019,120,112,48,47
576,6,99,2011,150,136,134,125
577,6,99,2012,117,116,110,109
578,6,99,2013,120,119,118,115
579,6,99,2014,142,99,96,95
580,6,99,2015,93,82,69,66
581,6,99,2016,82,80,76,76
582,6,99,2017,127,126,111,109
583,6,99,2018,317,291,287,261
584,6,99,2019,78,75,72,70
585,6,101,2011,46.4,41.9,41.5,40.4
586,6,101,2012,41,31.8,28.7,25.7
587,6,101,2013,33.4,28.2,28.1,27.3
588,6,101,2014,41.8,37.6,32.5,26.6
589,6,101,2015,36.1,35.1,33.4,33.2
590,6,101,2016,40.1,33.8,31.4,27.1
591,6,101,2017,45,36.3,33.6,33.5
592,6,101,2018,52.8,49.8,49.5,47
593,6,101,2019,39.3,38.7,31.9,31.2
594,6,103,2011,,,,
595,6,103,2012,,,,
596,6,103,2013,,,,
597,6,103,2014,,,,
598,6,103,2015,,,,
599,6,103,2016,39,39,39,38
600,6,103,2017,134,90,51,50
601,6,103,2018,196,192,190,184
602,6,103,2019,108,81,75,67
603,6,105,2011,136.2,133.2,132.2,130.8
604,6,105,2012,226.7,225,215.2,193.6
605,6,105,2013,143.9,138.9,135.9,116.1
606,6,105,2014,,,,
607,6,105,2015,,,,
608,6,105,2016,,,,
609,6,105,2017,,,,
610,6,105,2018,,,,
611,6,105,2019,,,,
612,6,107,2011,73.2,63.7,50.7,48.7
613,6,107,2012,76.2,54,53.8,53
614,6,107,2013,124.2,80.9,62.5,58.7
615,6,107,2014,81.3,76.8,75.4,72.3
616,6,107,2015,86.3,57.3,45.8,45.6
617,6,107,2016,48,43,40.7,39.3
618,6,107,2017,86.1,80.7,74.6,67.6
619,6,107,2018,86.8,64.6,63.4,46.8
620,6,107,2019,47.2,46.3,45.5,42.3
621,6,109,2011,,,,
622,6,109,2012,,,,
623,6,109,2013,,,,
624,6,109,2014,,,,
625,6,109,2015,,,,
626,6,109,2016,,,,
627,6,109,2017,,,,
628,6,109,2018,,,,
629,6,109,2019,,,,
630,6,111,2011,19.7,18.8,18.7,17.9
631,6,111,2012,79,66,61,60
632,6,111,2013,82,64,63,58
633,6,111,2014,83,64,59,56
634,6,111,2015,55,54,49,47
635,6,111,2016,57,49,49,48
636,6,111,2017,214,82,69,66
637,6,111,2018,139,121,92,88
638,6,111,2019,48,48,44,43
639,6,113,2011,39.4,25.8,22,21.4
640,6,113,2012,14.6,14.2,14.1,13.8
641,6,113,2013,22,22,19.3,19
642,6,113,2014,14.6,13.2,12.6,12.2
643,6,113,2015,29.4,20.8,17.3,16.9
644,6,113,2016,16.4,13.3,12.8,12.3
645,6,113,2017,60.1,40.6,27.1,23
646,6,113,2018,165.4,95,33,21.8
647,6,113,2019,27.8,27,23.8,18.1
648,6,115,2011,,,,
649,6,115,2012,,,,
650,6,115,2013,,,,
651,6,115,2014,,,,
652,6,115,2015,,,,
653,6,115,2016,,,,
654,6,115,2017,,,,
655,6,115,2018,,,,
656,6,115,2019,,,,
657,9,1,2011,28.9,28.6,23.7,23.3
658,9,1,2012,27.6,23.9,21.5,21.1
659,9,1,2013,31.6,24.9,22.5,21.5
660,9,1,2014,235,204,180,152
661,9,1,2015,109,88,60,50
662,9,1,2016,135,58,57,53
663,9,1,2017,78,65,65,53
664,9,1,2018,67,46,40.6,39.4
665,9,1,2019,63.6,62.5,60.4,53.8
666,9,3,2011,41,38.4,32.6,32.2
667,9,3,2012,21.2,19.8,19.8,19
668,9,3,2013,35.1,34,28.8,27.4
669,9,3,2014,18,17.9,16.7,15.9
670,9,3,2015,97,84,64,60
671,9,3,2016,69,43,43,40
672,9,3,2017,118,63,62,53
673,9,3,2018,39,35.8,32,31
674,9,3,2019,51.4,45.8,41.4,39.3
675,9,5,2011,18.9,17.9,17,16
676,9,5,2012,18.2,15.1,15,14.7
677,9,5,2013,15.2,14.6,13.2,13.1
678,9,5,2014,12.3,12.3,12.2,11.5
679,9,5,2015,22,20.9,14.9,13
680,9,5,2016,230,187,162,134
681,9,5,2017,32,27,27,27
682,9,5,2018,53,27,25,25
683,9,5,2019,62.3,29.6,28.1,24.4
684,9,7,2011,,,,
685,9,7,2012,,,,
686,9,7,2013,,,,
687,9,7,2014,,,,
688,9,7,2015,,,,
689,9,7,2016,,,,
690,9,7,2017,,,,
691,9,7,2018,,,,
692,9,7,2019,,,,
693,9,9,2011,45.1,40.7,35.5,31.2
694,9,9,2012,23,23,22.9,22.9
695,9,9,2013,35.1,28.8,28,27.9
696,9,9,2014,65,55,54,53
697,9,9,2015,71,52,49,47
698,9,9,2016,81,48,44,44
699,9,9,2017,90,80,43,34
700,9,9,2018,43.3,40.1,36.6,36.5
701,9,9,2019,48,46,45.7,44.8
702,9,11,2011,34,28.3,22.6,21.9
703,9,11,2012,20.6,19.8,19.7,19
704,9,11,2013,23.9,20.2,18.8,18.8
705,9,11,2014,132,86,85,50
706,9,11,2015,67,42,41,40
707,9,11,2016,92,38,30,29
708,9,11,2017,73,32,30,29
709,9,11,2018,31,29,28.7,28.7
710,9,11,2019,45.6,45,36.3,35.7
711,9,13,2011,,,,
712,9,13,2012,,,,
713,9,13,2013,,,,
714,9,13,2014,,,,
715,9,13,2015,,,,
716,9,13,2016,,,,
717,9,13,2017,,,,
718,9,13,2018,,,,
719,9,13,2019,,,,
720,9,15,2011,,,,
721,9,15,2012,,,,
722,9,15,2013,,,,
723,9,15,2014,,,,
724,9,15,2015,,,,
725,9,15,2016,,,,
726,9,15,2017,,,,
727,9,15,2018,,,,
728,9,15,2019,,,,
729,12,1,2011,,,,
730,12,1,2012,61,19.4,14.6,12.2
731,12,1,2013,22.4,16.5,16,14.3
732,12,1,2014,17.4,16.3,14.3,12.7
733,12,1,2015,20.5,12,11.9,11.9
734,12,1,2016,14.9,14.9,14.8,14.1
735,12,1,2017,18.1,17.3,16.5,12.2
736,12,1,2018,15.1,14.6,14.3,13.2
737,12,1,2019,44,40.7,40.4,37.5
738,12,3,2011,,,,
739,12,3,2012,,,,
740,12,3,2013,,,,
741,12,3,2014,,,,
742,12,3,2015,,,,
743,12,3,2016,,,,
744,12,3,2017,,,,
745,12,3,2018,,,,
746,12,3,2019,,,,
747,12,5,2011,,,,
748,12,5,2012,,,,
749,12,5,2013,,,,
750,12,5,2014,,,,
751,12,5,2015,,,,
752,12,5,2016,,,,
753,12,5,2017,,,,
754,12,5,2018,,,,
755,12,5,2019,,,,
756,12,7,2011,,,,
757,12,7,2012,,,,
758,12,7,2013,,,,
759,12,7,2014,,,,
760,12,7,2015,,,,
761,12,7,2016,,,,
762,12,7,2017,,,,
763,12,7,2018,,,,
764,12,7,2019,,,,
765,12,9,2011,,,,
766,12,9,2012,17,16.2,12.9,12.6
767,12,9,2013,25.8,20.6,13.6,10.7
768,12,9,2014,14.7,13.8,13.5,12.9
769,12,9,2015,14.7,13.2,12.4,11
770,12,9,2016,18,11.4,9.5,9.3
771,12,9,2017,24.7,20,18.5,15.5
772,12,9,2018,13.1,12,11.3,9.9
773,12,9,2019,59,38.6,35.5,25
