,state_code,county_code,year,first_max,second_max,third_max,fourth_max
2686,20,103,2015,,,,
2687,20,103,2016,,,,
2688,20,103,2017,,,,
2689,20,103,2018,,,,
2690,20,103,2019,,,,
2691,20,105,2011,,,,
2692,20,105,2012,,,,
2693,20,105,2013,,,,
2694,20,105,2014,,,,
2695,20,105,2015,,,,
2696,20,105,2016,,,,
2697,20,105,2017,,,,
2698,20,105,2018,,,,
2699,20,105,2019,,,,
2700,20,107,2011,31.3,22.3,21.8,20.8
2701,20,107,2012,20.3,18,17.3,16.8
2702,20,107,2013,26,20.5,18.1,17.7
2703,20,107,2014,,,,
2704,20,107,2015,,,,
2705,20,107,2016,,,,
2706,20,107,2017,,,,
2707,20,107,2018,,,,
2708,20,107,2019,,,,
2709,20,109,2011,,,,
2710,20,109,2012,,,,
2711,20,109,2013,,,,
2712,20,109,2014,,,,
2713,20,109,2015,,,,
2714,20,109,2016,,,,
2715,20,109,2017,,,,
2716,20,109,2018,,,,
2717,20,109,2019,,,,
2718,20,111,2011,,,,
2719,20,111,2012,,,,
2720,20,111,2013,,,,
2721,20,111,2014,,,,
2722,20,111,2015,,,,
2723,20,111,2016,,,,
2724,20,111,2017,,,,
2725,20,111,2018,,,,
2726,20,111,2019,,,,
2727,20,115,2011,,,,
2728,20,115,2012,,,,
2729,20,115,2013,,,,
2730,20,115,2014,,,,
2731,20,115,2015,,,,
2732,20,115,2016,,,,
2733,20,115,2017,,,,
2734,20,115,2018,,,,
2735,20,115,2019,,,,
2736,20,117,2011,,,,
2737,20,117,2012,,,,
2738,20,117,2013,,,,
2739,20,117,2014,,,,
2740,20,117,2015,,,,
2741,20,117,2016,,,,
2742,20,117,2017,,,,
2743,20,117,2018,,,,
2744,20,117,2019,,,,
2745,20,113,2011,,,,
2746,20,113,2012,,,,
2747,20,113,2013,,,,
2748,20,113,2014,,,,
2749,20,113,2015,,,,
2750,20,113,2016,,,,
2751,20,113,2017,,,,
2752,20,113,2018,,,,
2753,20,113,2019,,,,
2754,20,119,2011,,,,
2755,20,119,2012,,,,
2756,20,119,2013,,,,
2757,20,119,2014,,,,
2758,20,119,2015,,,,
2759,20,119,2016,,,,
2760,20,119,2017,,,,
2761,20,119,2018,,,,
2762,20,119,2019,,,,
2763,20,121,2011,,,,
2764,20,121,2012,,,,
2765,20,121,2013,,,,
2766,20,121,2014,,,,
2767,20,121,2015,,,,
2768,20,121,2016,,,,
2769,20,121,2017,,,,
2770,20,121,2018,,,,
2771,20,121,2019,,,,
2772,20,123,2011,,,,
2773,20,123,2012,,,,
2774,20,123,2013,,,,
2775,20,123,2014,,,,
2776,20,123,2015,,,,
2777,20,123,2016,,,,
2778,20,123,2017,,,,
2779,20,123,2018,,,,
2780,20,123,2019,,,,
2781,20,125,2011,,,,
2782,20,125,2012,,,,
2783,20,125,2013,,,,
2784,20,125,2014,,,,
2785,20,125,2015,,,,
2786,20,125,2016,,,,
2787,20,125,2017,,,,
2788,20,125,2018,,,,
2789,20,125,2019,,,,
2790,20,127,2011,,,,
2791,20,127,2012,,,,
2792,20,127,2013,,,,
2793,20,127,2014,,,,
2794,20,127,2015,,,,
2795,20,127,2016,,,,
2796,20,127,2017,,,,
2797,20,127,2018,,,,
2798,20,127,2019,,,,
2799,20,129,2011,,,,
2800,20,129,2012,,,,
2801,20,129,2013,,,,
2802,20,129,2014,,,,
2803,20,129,2015,,,,
2804,20,129,2016,,,,
2805,20,129,2017,,,,
2806,20,129,2018,,,,
2807,20,129,2019,,,,
2808,20,131,2011,,,,
2809,20,131,2012,,,,
2810,20,131,2013,,,,
2811,20,131,2014,,,,
2812,20,131,2015,,,,
2813,20,131,2016,,,,
2814,20,131,2017,,,,
2815,20,131,2018,,,,
2816,20,131,2019,,,,
2817,20,133,2011,,,,
2818,20,133,2012,,,,
2819,20,133,2013,,,,
2820,20,133,2014,41.7,21.8,20.3,18.7
2821,20,133,2015,26.1,19.2,17.5,17
2822,20,133,2016,24.6,23.9,20.2,19.7
2823,20,133,2017,18.2,17.2,16.7,16.5
2824,20,133,2018,25.8,25.1,24.5,24.5
2825,20,133,2019,133.6,99.3,87.8,79.2
2826,20,135,2011,,,,
2827,20,135,2012,,,,
2828,20,135,2013,,,,
2829,20,135,2014,,,,
2830,20,135,2015,,,,
2831,20,135,2016,,,,
2832,20,135,2017,,,,
2833,20,135,2018,,,,
2834,20,135,2019,,,,
2835,20,137,2011,,,,
2836,20,137,2012,,,,
2837,20,137,2013,,,,
2838,20,137,2014,,,,
2839,20,137,2015,,,,
2840,20,137,2016,,,,
2841,20,137,2017,,,,
2842,20,137,2018,,,,
2843,20,137,2019,,,,
2844,20,139,2011,,,,
2845,20,139,2012,,,,
2846,20,139,2013,,,,
2847,20,139,2014,,,,
2848,20,139,2015,,,,
2849,20,139,2016,,,,
2850,20,139,2017,,,,
2851,20,139,2018,,,,
2852,20,139,2019,,,,
2853,20,141,2011,,,,
2854,20,141,2012,,,,
2855,20,141,2013,,,,
2856,20,141,2014,,,,
2857,20,141,2015,,,,
2858,20,141,2016,,,,
2859,20,141,2017,,,,
2860,20,141,2018,,,,
2861,20,141,2019,,,,
2862,20,143,2011,,,,
2863,20,143,2012,,,,
2864,20,143,2013,,,,
2865,20,143,2014,,,,
2866,20,143,2015,,,,
2867,20,143,2016,,,,
2868,20,143,2017,,,,
2869,20,143,2018,,,,
2870,20,143,2019,,,,
2871,20,145,2011,,,,
2872,20,145,2012,,,,
2873,20,145,2013,,,,
2874,20,145,2014,,,,
2875,20,145,2015,,,,
2876,20,145,2016,,,,
2877,20,145,2017,,,,
2878,20,145,2018,,,,
2879,20,145,2019,,,,
2880,20,147,2011,,,,
2881,20,147,2012,,,,
2882,20,147,2013,,,,
2883,20,147,2014,,,,
2884,20,147,2015,,,,
2885,20,147,2016,,,,
2886,20,147,2017,,,,
2887,20,147,2018,,,,
2888,20,147,2019,,,,
2889,20,149,2011,,,,
2890,20,149,2012,,,,
2891,20,149,2013,,,,
2892,20,149,2014,,,,
2893,20,149,2015,,,,
2894,20,149,2016,,,,
2895,20,149,2017,,,,
2896,20,149,2018,,,,
2897,20,149,2019,,,,
2898,20,151,2011,,,,
2899,20,151,2012,,,,
2900,20,151,2013,,,,
2901,20,151,2014,,,,
2902,20,151,2015,,,,
2903,20,151,2016,,,,
2904,20,151,2017,,,,
2905,20,151,2018,,,,
2906,20,151,2019,,,,
2907,20,153,2011,,,,
2908,20,153,2012,,,,
2909,20,153,2013,,,,
2910,20,153,2014,,,,
2911,20,153,2015,,,,
2912,20,153,2016,,,,
2913,20,153,2017,,,,
2914,20,153,2018,,,,
2915,20,153,2019,,,,
2916,20,155,2011,,,,
2917,20,155,2012,,,,
2918,20,155,2013,,,,
2919,20,155,2014,,,,
2920,20,155,2015,,,,
2921,20,155,2016,,,,
2922,20,155,2017,,,,
2923,20,155,2018,,,,
2924,20,155,2019,,,,
2925,20,157,2011,,,,
2926,20,157,2012,,,,
2927,20,157,2013,,,,
2928,20,157,2014,,,,
2929,20,157,2015,,,,
2930,20,157,2016,,,,
2931,20,157,2017,,,,
2932,20,157,2018,,,,
2933,20,157,2019,,,,
2934,20,159,2011,,,,
2935,20,159,2012,,,,
2936,20,159,2013,,,,
2937,20,159,2014,,,,
2938,20,159,2015,,,,
2939,20,159,2016,,,,
2940,20,159,2017,,,,
2941,20,159,2018,,,,
2942,20,159,2019,,,,
2943,20,161,2011,,,,
2944,20,161,2012,,,,
2945,20,161,2013,,,,
2946,20,161,2014,,,,
2947,20,161,2015,,,,
2948,20,161,2016,,,,
2949,20,161,2017,,,,
2950,20,161,2018,,,,
2951,20,161,2019,,,,
2952,20,163,2011,,,,
2953,20,163,2012,,,,
2954,20,163,2013,,,,
2955,20,163,2014,,,,
2956,20,163,2015,,,,
2957,20,163,2016,,,,
2958,20,163,2017,,,,
2959,20,163,2018,,,,
2960,20,163,2019,,,,
2961,20,165,2011,,,,
2962,20,165,2012,,,,
2963,20,165,2013,,,,
2964,20,165,2014,,,,
2965,20,165,2015,,,,
2966,20,165,2016,,,,
2967,20,165,2017,,,,
2968,20,165,2018,,,,
2969,20,165,2019,,,,
2970,20,167,2011,,,,
2971,20,167,2012,,,,
2972,20,167,2013,,,,
2973,20,167,2014,,,,
2974,20,167,2015,,,,
2975,20,167,2016,,,,
2976,20,167,2017,,,,
2977,20,167,2018,,,,
2978,20,167,2019,,,,
2979,20,169,2011,,,,
2980,20,169,2012,,,,
2981,20,169,2013,,,,
2982,20,169,2014,,,,
2983,20,169,2015,,,,
2984,20,169,2016,,,,
2985,20,169,2017,,,,
2986,20,169,2018,,,,
2987,20,169,2019,,,,
2988,20,171,2011,,,,
2989,20,171,2012,,,,
2990,20,171,2013,,,,
2991,20,171,2014,,,,
2992,20,171,2015,,,,
2993,20,171,2016,,,,
2994,20,171,2017,,,,
2995,20,171,2018,,,,
2996,20,171,2019,,,,
2997,20,173,2011,27.3,26.6,24.9,23.5
2998,20,173,2012,33.6,18.3,17.5,16
2999,20,173,2013,19.8,18.2,11,10.3
3000,20,173,2014,28.8,27.9,25.7,22
3001,20,173,2015,31,25.3,24.9,22.9
3002,20,173,2016,51,37.4,28.4,27.4
3003,20,173,2017,181.6,154.2,138.3,115
3004,20,173,2018,57.4,47.9,42,37.9
3005,20,173,2019,124.4,110.3,105.7,99.7
3006,20,175,2011,,,,
3007,20,175,2012,,,,
3008,20,175,2013,,,,
3009,20,175,2014,,,,
3010,20,175,2015,,,,
3011,20,175,2016,,,,
3012,20,175,2017,,,,
3013,20,175,2018,,,,
3014,20,175,2019,,,,
3015,20,177,2011,32.8,20.5,19.9,19.3
3016,20,177,2012,35.2,21.8,18.3,17.2
3017,20,177,2013,20.8,20.5,20.4,19.2
3018,20,177,2014,37.1,23.7,22.1,21.9
3019,20,177,2015,21,19,17,15.7
3020,20,177,2016,23,20.1,18.1,16
3021,20,177,2017,147.2,131.2,112.2,98.3
3022,20,177,2018,182.9,161.1,141.2,131.7
3023,20,177,2019,144,135.4,133.3,120.3
3024,20,179,2011,,,,
3025,20,179,2012,,,,
3026,20,179,2013,,,,
3027,20,179,2014,,,,
3028,20,179,2015,,,,
3029,20,179,2016,,,,
3030,20,179,2017,,,,
3031,20,179,2018,,,,
3032,20,179,2019,,,,
3033,20,181,2011,,,,
3034,20,181,2012,,,,
3035,20,181,2013,,,,
3036,20,181,2014,,,,
3037,20,181,2015,,,,
3038,20,181,2016,,,,
3039,20,181,2017,,,,
3040,20,181,2018,,,,
3041,20,181,2019,,,,
3042,20,183,2011,,,,
3043,20,183,2012,,,,
3044,20,183,2013,,,,
3045,20,183,2014,,,,
3046,20,183,2015,,,,
3047,20,183,2016,,,,
3048,20,183,2017,,,,
3049,20,183,2018,,,,
3050,20,183,2019,,,,
3051,20,185,2011,,,,
3052,20,185,2012,,,,
3053,20,185,2013,,,,
3054,20,185,2014,,,,
3055,20,185,2015,,,,
3056,20,185,2016,,,,
3057,20,185,2017,,,,
3058,20,185,2018,,,,
3059,20,185,2019,,,,
3060,20,187,2011,,,,
3061,20,187,2012,,,,
3062,20,187,2013,,,,
3063,20,187,2014,,,,
3064,20,187,2015,,,,
3065,20,187,2016,,,,
3066,20,187,2017,,,,
3067,20,187,2018,,,,
3068,20,187,2019,,,,
3069,20,189,2011,,,,
3070,20,189,2012,,,,
3071,20,189,2013,,,,
3072,20,189,2014,,,,
3073,20,189,2015,,,,
3074,20,189,2016,,,,
3075,20,189,2017,,,,
3076,20,189,2018,,,,
3077,20,189,2019,,,,
3078,20,191,2011,26.2,24.3,24.1,22.4
3079,20,191,2012,33.1,18.2,17.3,16.4
3080,20,191,2013,21.5,18.4,18.3,17.5
3081,20,191,2014,27.9,27.3,25.5,19.5
3082,20,191,2015,24,20.7,20.7,20.3
3083,20,191,2016,22.1,16,15.7,14.7
3084,20,191,2017,20.2,15.8,15.3,14.7
3085,20,191,2018,22.1,18.8,18.4,17.8
3086,20,191,2019,31.2,30.1,27,26
3087,20,193,2011,,,,
3088,20,193,2012,,,,
3089,20,193,2013,,,,
3090,20,193,2014,,,,
3091,20,193,2015,,,,
3092,20,193,2016,,,,
3093,20,193,2017,,,,
3094,20,193,2018,,,,
3095,20,193,2019,,,,
3096,20,195,2011,,,,
3097,20,195,2012,,,,
3098,20,195,2013,,,,
3099,20,195,2014,,,,
3100,20,195,2015,,,,
3101,20,195,2016,98.3,78.1,64.2,55.1
3102,20,195,2017,219.2,179.4,137.5,107.3
3103,20,195,2018,175.7,142.7,115.1,89.1
3104,20,195,2019,355.2,215.9,155.8,113
3105,20,197,2011,,,,
3106,20,197,2012,,,,
3107,20,197,2013,,,,
3108,20,197,2014,,,,
3109,20,197,2015,,,,
3110,20,197,2016,,,,
3111,20,197,2017,,,,
3112,20,197,2018,,,,
3113,20,197,2019,,,,
3114,20,199,2011,,,,
3115,20,199,2012,,,,
3116,20,199,2013,,,,
3117,20,199,2014,,,,
3118,20,199,2015,,,,
3119,20,199,2016,,,,
3120,20,199,2017,,,,
3121,20,199,2018,,,,
3122,20,199,2019,,,,
3123,20,201,2011,,,,
3124,20,201,2012,,,,
3125,20,201,2013,,,,
3126,20,201,2014,,,,
3127,20,201,2015,,,,
3128,20,201,2016,,,,
3129,20,201,2017,,,,
3130,20,201,2018,,,,
3131,20,201,2019,,,,
3132,20,203,2011,,,,
3133,20,203,2012,,,,
3134,20,203,2013,,,,
3135,20,203,2014,,,,
3136,20,203,2015,,,,
3137,20,203,2016,,,,
3138,20,203,2017,,,,
3139,20,203,2018,,,,
3140,20,203,2019,,,,
3141,20,205,2011,,,,
3142,20,205,2012,,,,
3143,20,205,2013,,,,
3144,20,205,2014,,,,
3145,20,205,2015,,,,
3146,20,205,2016,,,,
3147,20,205,2017,,,,
3148,20,205,2018,,,,
3149,20,205,2019,,,,
3150,20,207,2011,,,,
3151,20,207,2012,,,,
3152,20,207,2013,,,,
3153,20,207,2014,,,,
3154,20,207,2015,,,,
3155,20,207,2016,,,,
3156,20,207,2017,,,,
3157,20,207,2018,,,,
3158,20,207,2019,,,,
3159,20,209,2011,31.1,25.1,24.3,21.8
3160,20,209,2012,26.2,20.9,20.1,18.6
3161,20,209,2013,21.3,19.4,18.9,18.3
3162,20,209,2014,36,22,20.9,20
3163,20,209,2015,22,21.6,20.2,19.5
3164,20,209,2016,22.6,20.4,19.4,18.7
3165,20,209,2017,237.7,165,149.9,147.3
3166,20,209,2018,357.6,193.6,184.7,176.9
3167,20,209,2019,341.4,312.7,159.5,139.3
3168,21,1,2011,,,,
3169,21,1,2012,,,,
3170,21,1,2013,,,,
3171,21,1,2014,,,,
3172,21,1,2015,,,,
3173,21,1,2016,,,,
3174,21,1,2017,,,,
3175,21,1,2018,,,,
3176,21,1,2019,,,,
3177,21,3,2011,,,,
3178,21,3,2012,,,,
3179,21,3,2013,,,,
3180,21,3,2014,,,,
3181,21,3,2015,,,,
3182,21,3,2016,,,,
3183,21,3,2017,,,,
3184,21,3,2018,,,,
3185,21,3,2019,,,,
3186,21,5,2011,,,,
3187,21,5,2012,,,,
3188,21,5,2013,,,,
3189,21,5,2014,,,,
3190,21,5,2015,,,,
3191,21,5,2016,,,,
3192,21,5,2017,,,,
3193,21,5,2018,,,,
3194,21,5,2019,,,,
3195,21,7,2011,,,,
3196,21,7,2012,,,,
3197,21,7,2013,,,,
3198,21,7,2014,,,,
3199,21,7,2015,,,,
3200,21,7,2016,,,,
3201,21,7,2017,,,,
3202,21,7,2018,,,,
3203,21,7,2019,,,,
3204,21,9,2011,,,,
3205,21,9,2012,,,,
3206,21,9,2013,,,,
3207,21,9,2014,,,,
3208,21,9,2015,,,,
3209,21,9,2016,,,,
3210,21,9,2017,,,,
3211,21,9,2018,,,,
3212,21,9,2019,,,,
3213,21,11,2011,,,,
3214,21,11,2012,,,,
3215,21,11,2013,,,,
3216,21,11,2014,,,,
3217,21,11,2015,,,,
3218,21,11,2016,,,,
3219,21,11,2017,,,,
3220,21,11,2018,,,,
3221,21,11,2019,,,,
3222,21,13,2011,26.6,26,24.3,17.8
3223,21,13,2012,22.7,19.8,19.7,19.7
3224,21,13,2013,21.7,16.5,15.7,15.2
3225,21,13,2014,22.6,16.6,15.6,15.4
3226,21,13,2015,22.8,19.3,17,16.5
3227,21,13,2016,75.8,41.3,20.1,17.5
3228,21,13,2017,19.7,15.5,14.2,13.1
3229,21,13,2018,18.9,16.3,16.2,15.2
3230,21,13,2019,18.8,16.6,15.7,14.4
3231,21,15,2011,,,,
3232,21,15,2012,,,,
3233,21,15,2013,,,,
3234,21,15,2014,,,,
3235,21,15,2015,,,,
3236,21,15,2016,,,,
3237,21,15,2017,,,,
3238,21,15,2018,,,,
3239,21,15,2019,,,,
3240,21,17,2011,,,,
3241,21,17,2012,,,,
3242,21,17,2013,,,,
3243,21,17,2014,,,,
3244,21,17,2015,,,,
3245,21,17,2016,,,,
3246,21,17,2017,,,,
3247,21,17,2018,,,,
3248,21,17,2019,,,,
3249,21,19,2011,28.3,25,22.5,20
3250,21,19,2012,24.8,22.7,22.4,22.1
3251,21,19,2013,21.9,19.8,19.5,19.2
3252,21,19,2014,25.9,20.6,20.3,18.7
3253,21,19,2015,25.8,24.7,23.5,21.8
3254,21,19,2016,24.5,17,14.8,13.4
3255,21,19,2017,38.5,30.9,30.3,28.9
3256,21,19,2018,80.5,52,40.9,36.7
3257,21,19,2019,27.7,26.3,25.7,25.5
3258,21,21,2011,,,,
3259,21,21,2012,,,,
3260,21,21,2013,,,,
3261,21,21,2014,,,,
3262,21,21,2015,,,,
3263,21,21,2016,,,,
3264,21,21,2017,,,,
3265,21,21,2018,,,,
3266,21,21,2019,,,,
3267,21,23,2011,,,,
3268,21,23,2012,,,,
3269,21,23,2013,,,,
3270,21,23,2014,,,,
3271,21,23,2015,,,,
3272,21,23,2016,,,,
3273,21,23,2017,,,,
3274,21,23,2018,,,,
3275,21,23,2019,,,,
3276,21,25,2011,,,,
3277,21,25,2012,,,,
3278,21,25,2013,,,,
3279,21,25,2014,,,,
3280,21,25,2015,,,,
3281,21,25,2016,,,,
3282,21,25,2017,,,,
3283,21,25,2018,,,,
3284,21,25,2019,,,,
3285,21,27,2011,,,,
3286,21,27,2012,,,,
3287,21,27,2013,,,,
3288,21,27,2014,,,,
3289,21,27,2015,,,,
3290,21,27,2016,,,,
3291,21,27,2017,,,,
3292,21,27,2018,,,,
3293,21,27,2019,,,,
3294,21,29,2011,32.1,25.9,25.7,23.3
3295,21,29,2012,,,,
3296,21,29,2013,,,,
3297,21,29,2014,,,,
3298,21,29,2015,,,,
3299,21,29,2016,,,,
3300,21,29,2017,,,,
3301,21,29,2018,,,,
3302,21,29,2019,,,,
3303,21,31,2011,,,,
3304,21,31,2012,,,,
3305,21,31,2013,,,,
3306,21,31,2014,,,,
3307,21,31,2015,,,,
3308,21,31,2016,,,,
3309,21,31,2017,,,,
3310,21,31,2018,,,,
3311,21,31,2019,,,,
3312,21,33,2011,,,,
3313,21,33,2012,,,,
3314,21,33,2013,,,,
3315,21,33,2014,,,,
3316,21,33,2015,,,,
3317,21,33,2016,,,,
3318,21,33,2017,,,,
3319,21,33,2018,,,,
3320,21,33,2019,,,,
3321,21,35,2011,,,,
3322,21,35,2012,,,,
3323,21,35,2013,,,,
3324,21,35,2014,,,,
3325,21,35,2015,,,,
3326,21,35,2016,,,,
3327,21,35,2017,,,,
3328,21,35,2018,,,,
3329,21,35,2019,,,,
3330,21,37,2011,55,55,53,52
3331,21,37,2012,65,56,47,46
3332,21,37,2013,24.2,22.4,21.6,20.9
3333,21,37,2014,25.6,25.4,23.2,20.9
3334,21,37,2015,28.6,22.5,22,20.3
3335,21,37,2016,25.2,17.8,17.5,17.5
3336,21,37,2017,18.5,17.5,17.4,15.6
3337,21,37,2018,41.6,40.6,40.5,39.2
3338,21,37,2019,40,38,33.9,31.9
3339,21,39,2011,,,,
3340,21,39,2012,,,,
3341,21,39,2013,,,,
3342,21,39,2014,,,,
3343,21,39,2015,,,,
3344,21,39,2016,,,,
3345,21,39,2017,,,,
3346,21,39,2018,,,,
3347,21,39,2019,,,,
3348,21,41,2011,,,,
3349,21,41,2012,,,,
3350,21,41,2013,,,,
3351,21,41,2014,,,,
3352,21,41,2015,,,,
3353,21,41,2016,,,,
3354,21,41,2017,,,,
3355,21,41,2018,,,,
3356,21,41,2019,,,,
3357,21,43,2011,23.1,20.9,19.6,19.6
3358,21,43,2012,19.5,18.8,17.6,17.4
3359,21,43,2013,19.4,16.1,14.1,13.9
3360,21,43,2014,23.6,21,19.7,17.2
3361,21,43,2015,21.2,20.8,19.8,17.9
3362,21,43,2016,36.2,15.3,15,12
3363,21,43,2017,14.5,13.7,13.5,12.2
3364,21,43,2018,15.8,14.3,14.1,13.5
3365,21,43,2019,12.7,12.2,12.1,11.4
3366,21,45,2011,,,,
3367,21,45,2012,,,,
3368,21,45,2013,,,,
3369,21,45,2014,,,,
3370,21,45,2015,,,,
3371,21,45,2016,,,,
3372,21,45,2017,,,,
3373,21,45,2018,,,,
3374,21,45,2019,,,,
3375,21,47,2011,25.3,24.3,23.2,23.2
3376,21,47,2012,21.2,19.7,19.6,18.3
3377,21,47,2013,24.7,23.3,21.6,20.5
3378,21,47,2014,27.2,25.4,23.4,20.6
3379,21,47,2015,24.5,24.1,22.2,19.8
3380,21,47,2016,20.3,18.7,17.3,15.4
3381,21,47,2017,19.5,17.7,16.5,15.9
3382,21,47,2018,23.8,20.8,15.6,15
3383,21,47,2019,24.5,22.3,21.2,18.4
3384,21,49,2011,,,,
3385,21,49,2012,,,,
3386,21,49,2013,,,,
3387,21,49,2014,,,,
3388,21,49,2015,,,,
3389,21,49,2016,,,,
3390,21,49,2017,,,,
3391,21,49,2018,,,,
3392,21,49,2019,,,,
3393,21,51,2011,,,,
3394,21,51,2012,,,,
3395,21,51,2013,,,,
3396,21,51,2014,,,,
3397,21,51,2015,,,,
3398,21,51,2016,,,,
3399,21,51,2017,,,,
3400,21,51,2018,,,,
3401,21,51,2019,,,,
3402,21,53,2011,,,,
3403,21,53,2012,,,,
3404,21,53,2013,,,,
3405,21,53,2014,,,,
3406,21,53,2015,,,,
3407,21,53,2016,,,,
3408,21,53,2017,,,,
3409,21,53,2018,,,,
3410,21,53,2019,,,,
3411,21,55,2011,,,,
3412,21,55,2012,,,,
3413,21,55,2013,,,,
3414,21,55,2014,,,,
3415,21,55,2015,,,,
3416,21,55,2016,,,,
3417,21,55,2017,,,,
3418,21,55,2018,,,,
3419,21,55,2019,,,,
3420,21,57,2011,,,,
3421,21,57,2012,,,,
3422,21,57,2013,,,,
3423,21,57,2014,,,,
3424,21,57,2015,,,,
3425,21,57,2016,,,,
3426,21,57,2017,,,,
3427,21,57,2018,,,,
3428,21,57,2019,,,,
3429,21,59,2011,32,31.5,27.2,25.7
3430,21,59,2012,26.8,24,22.3,22.2
3431,21,59,2013,23.8,22.4,22.2,21
3432,21,59,2014,30.6,26.2,25.7,24.9
3433,21,59,2015,23.3,22.3,21.6,19.7
3434,21,59,2016,22.8,21.1,18,16.1
3435,21,59,2017,307.6,119.2,81.4,56.8
3436,21,59,2018,53.7,47.4,46.6,46.4
3437,21,59,2019,76,55.7,37.2,36.5
3438,21,61,2011,,,,
3439,21,61,2012,,,,
3440,21,61,2013,,,,
3441,21,61,2014,,,,
3442,21,61,2015,,,,
3443,21,61,2016,,,,
3444,21,61,2017,,,,
3445,21,61,2018,,,,
3446,21,61,2019,,,,
3447,21,63,2011,,,,
3448,21,63,2012,,,,
3449,21,63,2013,,,,
3450,21,63,2014,,,,
3451,21,63,2015,,,,
3452,21,63,2016,,,,
3453,21,63,2017,,,,
3454,21,63,2018,,,,
3455,21,63,2019,,,,
3456,21,65,2011,,,,
3457,21,65,2012,,,,
3458,21,65,2013,,,,
3459,21,65,2014,,,,
3460,21,65,2015,,,,
3461,21,65,2016,,,,
3462,21,65,2017,,,,
3463,21,65,2018,,,,
3464,21,65,2019,,,,
3465,21,67,2011,27,25.7,24,22.9
3466,21,67,2012,23.5,21.4,19.1,19.1
3467,21,67,2013,21,20.6,20,19.4
3468,21,67,2014,23.7,23.6,21.8,21.6
3469,21,67,2015,21,20.5,18.6,17.8
3470,21,67,2016,26.3,20.2,16.7,16
3471,21,67,2017,20.4,18.5,18.3,16.3
3472,21,67,2018,32.2,28.4,27.4,26.7
3473,21,67,2019,53.2,31.5,31.5,31.3
3474,21,69,2011,,,,
3475,21,69,2012,,,,
3476,21,69,2013,,,,
3477,21,69,2014,,,,
3478,21,69,2015,,,,
3479,21,69,2016,,,,
3480,21,69,2017,,,,
3481,21,69,2018,,,,
3482,21,69,2019,,,,
3483,21,71,2011,,,,
3484,21,71,2012,,,,
3485,21,71,2013,,,,
3486,21,71,2014,,,,
3487,21,71,2015,,,,
3488,21,71,2016,,,,
3489,21,71,2017,,,,
3490,21,71,2018,,,,
3491,21,71,2019,,,,
3492,21,73,2011,34.4,26.4,24.2,23.4
3493,21,73,2012,,,,
3494,21,73,2013,,,,
3495,21,73,2014,,,,
3496,21,73,2015,,,,
3497,21,73,2016,,,,
3498,21,73,2017,,,,
3499,21,73,2018,,,,
3500,21,73,2019,,,,
3501,21,75,2011,,,,
3502,21,75,2012,,,,
3503,21,75,2013,,,,
3504,21,75,2014,,,,
3505,21,75,2015,,,,
3506,21,75,2016,,,,
3507,21,75,2017,,,,
3508,21,75,2018,,,,
3509,21,75,2019,,,,
3510,21,77,2011,,,,
3511,21,77,2012,,,,
3512,21,77,2013,,,,
3513,21,77,2014,,,,
3514,21,77,2015,,,,
3515,21,77,2016,,,,
3516,21,77,2017,,,,
3517,21,77,2018,,,,
3518,21,77,2019,,,,
3519,21,79,2011,,,,
3520,21,79,2012,,,,
3521,21,79,2013,,,,
3522,21,79,2014,,,,
3523,21,79,2015,,,,
3524,21,79,2016,,,,
3525,21,79,2017,,,,
3526,21,79,2018,,,,
3527,21,79,2019,,,,
3528,21,81,2011,,,,
3529,21,81,2012,,,,
3530,21,81,2013,,,,
3531,21,81,2014,,,,
3532,21,81,2015,,,,
3533,21,81,2016,,,,
3534,21,81,2017,,,,
3535,21,81,2018,,,,
3536,21,81,2019,,,,
3537,21,83,2011,,,,
3538,21,83,2012,,,,
3539,21,83,2013,,,,
3540,21,83,2014,,,,
3541,21,83,2015,,,,
3542,21,83,2016,,,,
3543,21,83,2017,,,,
3544,21,83,2018,,,,
3545,21,83,2019,,,,
3546,21,85,2011,,,,
3547,21,85,2012,,,,
3548,21,85,2013,,,,
3549,21,85,2014,,,,
3550,21,85,2015,,,,
3551,21,85,2016,,,,
3552,21,85,2017,,,,
3553,21,85,2018,,,,
3554,21,85,2019,,,,
3555,21,87,2011,,,,
3556,21,87,2012,,,,
3557,21,87,2013,,,,
3558,21,87,2014,,,,
3559,21,87,2015,,,,
3560,21,87,2016,,,,
3561,21,87,2017,,,,
3562,21,87,2018,,,,
3563,21,87,2019,,,,
3564,21,89,2011,,,,
3565,21,89,2012,,,,
3566,21,89,2013,,,,
3567,21,89,2014,,,,
3568,21,89,2015,,,,
3569,21,89,2016,,,,
3570,21,89,2017,,,,
3571,21,89,2018,,,,
3572,21,89,2019,,,,
3573,21,91,2011,,,,
3574,21,91,2012,,,,
3575,21,91,2013,,,,
3576,21,91,2014,,,,
3577,21,91,2015,,,,
3578,21,91,2016,,,,
3579,21,91,2017,,,,
3580,21,91,2018,,,,
3581,21,91,2019,,,,
3582,21,93,2011,38,33,32,27
3583,21,93,2012,255,209,192,52
3584,21,93,2013,52,52,52,50
3585,21,93,2014,27.4,24.4,22.5,22
3586,21,93,2015,24.2,23.8,20.5,20
3587,21,93,2016,20,19.7,17.2,14.7
3588,21,93,2017,19.2,15.9,15.2,15.2
